# Freiraum-Messung des XBandAbsorbers mit 15 und 150 Ohm Widerstaenden
# f [GHz], Re(S11), Im(S11), Re(S21), Im(S21)
12.24563, -0.06354, -0.12112, 1.73166E-4, 7.84572E-5
12.25375, -0.06501, -0.1218, -1.30337E-4, -6.46575E-4
12.26188, -0.06097, -0.12001, -2.45138E-4, 1.28448E-4
12.27, -0.05409, -0.12372, -5.62993E-4, -1.12889E-4
12.27812, -0.05528, -0.13408, -3.51765E-4, 3.35705E-4
12.28625, -0.06445, -0.13492, -3.55305E-4, 1.87612E-5
12.29438, -0.06072, -0.12343, -6.58486E-5, 2.37482E-4
12.3025, -0.04294, -0.12315, -1.94222E-4, -2.76711E-4
12.31063, -0.02858, -0.13881, -1.58021E-4, 6.21941E-5
12.31875, -0.03049, -0.15962, -3.40914E-4, 1.39801E-4
12.32687, -0.04581, -0.16772, 1.9721E-4, 2.37134E-4
12.335, -0.05008, -0.15694, -2.45273E-4, 3.38134E-4
12.34313, -0.03176, -0.16026, -0.00263, -6.50368E-4
12.35125, -0.03124, -0.1808, -4.87409E-4, 2.25351E-4
12.35938, -0.04679, -0.19036, -2.42481E-4, 2.52434E-4
12.3675, -0.0559, -0.18772, -2.53434E-4, 6.05663E-4
12.37562, -0.05418, -0.18551, 1.12126E-4, 1.63119E-4
12.38375, -0.05161, -0.19533, -8.50598E-5, 1.70346E-4
12.39188, -0.06684, -0.20647, -2.12391E-4, 5.61711E-4
12.4, -0.08238, -0.19236, 1.97186E-4, 4.06454E-4
12.40813, -0.07155, -0.17852, -3.67586E-5, -7.20165E-5
12.41625, -0.05402, -0.18687, 5.3774E-4, 6.48157E-5
12.42438, -0.05, -0.20668, -6.12439E-5, -1.01664E-4
12.4325, -0.06423, -0.22281, -4.77598E-4, -2.43486E-4
12.44063, -0.08284, -0.21998, -1.89676E-4, 3.31362E-4
12.44875, -0.08186, -0.21004, -3.34511E-4, -7.06099E-5
12.45688, -0.07807, -0.21779, 2.99395E-4, 1.79612E-4
12.465, -0.08937, -0.22439, 7.58705E-5, 4.25239E-4
12.47313, -0.09996, -0.22002, 4.4608E-5, 2.43267E-4
12.48125, -0.10276, -0.2142, 3.78602E-4, 1.12146E-4
12.48938, -0.1007, -0.21399, -1.04604E-4, -1.15157E-4
12.4975, -0.10476, -0.21891, 1.57831E-4, -2.50343E-4
12.50563, -0.11212, -0.2125, -3.13178E-4, -4.54689E-4
12.51375, -0.10517, -0.20485, -2.56473E-4, -1.02892E-4
12.52188, -0.0935, -0.21178, -5.24087E-4, 1.48371E-5
12.53, -0.09112, -0.23007, 2.24225E-4, 3.69725E-4
12.53813, -0.1047, -0.24733, -1.90013E-4, -7.3701E-5
12.54625, -0.12815, -0.24765, -1.29856E-4, 9.50707E-5
12.55438, -0.13747, -0.23487, 1.036E-4, -1.96303E-5
12.5625, -0.13699, -0.23413, -2.96681E-4, -2.22519E-4
12.57063, -0.14691, -0.23613, -5.56966E-4, 1.64474E-4
12.57875, -0.15773, -0.22876, -3.32508E-4, 7.92757E-4
12.58687, -0.16322, -0.21994, -3.13201E-4, 1.92972E-4
12.595, -0.16313, -0.21544, -4.23607E-4, 9.61631E-4
12.60313, -0.16825, -0.2166, -4.63803E-5, 7.92582E-4
12.61125, -0.17838, -0.20826, 5.15651E-4, 2.98632E-4
12.61938, -0.17481, -0.19344, 3.44089E-4, 2.51037E-4
12.6275, -0.16275, -0.19523, 2.998E-4, -2.98388E-4
12.63562, -0.16265, -0.20843, 4.11515E-4, -1.29201E-5
12.64375, -0.17859, -0.21862, 5.61135E-5, 5.31804E-5
12.65188, -0.20437, -0.21082, 2.05445E-4, -1.34831E-5
12.66, -0.21263, -0.18295, 5.42051E-4, 7.29932E-6
12.66813, -0.20016, -0.16867, -2.40756E-4, 6.31643E-5
12.67625, -0.19849, -0.16875, 7.02532E-5, -4.04391E-4
12.68437, -0.20273, -0.16225, 3.07211E-4, -5.24976E-4
12.6925, -0.20194, -0.15189, 2.93963E-5, 1.50809E-4
12.70063, -0.19693, -0.14458, -1.00727E-4, -1.35065E-5
12.70875, -0.19384, -0.14475, 9.37046E-5, -7.67509E-5
12.71688, -0.19738, -0.14083, 5.16983E-5, -4.23488E-4
12.725, -0.19362, -0.1299, -7.64355E-5, -5.44367E-4
12.73312, -0.18229, -0.1312, -3.74246E-4, -2.71283E-4
12.74125, -0.18182, -0.14158, -4.632E-4, 0.00115
12.74938, -0.19421, -0.14634, -3.39948E-4, -2.65293E-4
12.7575, -0.21465, -0.13548, 1.94302E-4, -2.75168E-5
12.76563, -0.2146, -0.10558, -2.45861E-4, 6.75935E-5
12.77375, -0.19461, -0.09676, -2.49665E-4, -2.84778E-4
12.78187, -0.19256, -0.10047, 4.86168E-5, 2.528E-4
12.79, -0.19618, -0.09328, 9.75181E-6, -1.21001E-4
12.79813, -0.19362, -0.08182, -6.70165E-5, -1.5615E-4
12.80625, -0.18403, -0.07291, -5.39362E-4, 3.66038E-5
12.81438, -0.1745, -0.07598, -2.81331E-4, 3.62807E-4
12.8225, -0.18344, -0.07863, -3.60846E-4, 1.26533E-4
12.83063, -0.18166, -0.06054, 1.98194E-4, -1.19782E-4
12.83875, -0.16271, -0.05785, -8.92687E-5, -3.46752E-4
12.84688, -0.15533, -0.07082, -4.94221E-4, -4.21072E-5
12.855, -0.16587, -0.08196, -6.23601E-4, -1.04966E-4
12.86313, -0.19, -0.07476, 6.75222E-5, 1.89616E-4
12.87125, -0.19721, -0.03728, 8.89459E-5, 2.17333E-4
12.87938, -0.1645, -0.01662, -6.98607E-4, 2.89899E-4
12.8875, -0.1495, -0.0304, -5.60991E-4, -1.0557E-4
12.89563, -0.15761, -0.03078, -4.71234E-4, -2.16733E-4
12.90375, -0.1597, -0.01701, -4.3347E-4, 1.33698E-4
12.91188, -0.15078, -0.00169, -5.46165E-4, 7.57732E-4
12.92, -0.13311, 0.00371, -3.11617E-4, 2.35256E-4
12.92813, -0.12707, -0.00458, -5.1868E-4, 8.54066E-5
12.93625, -0.13302, 0.00363, -1.5191E-4, -9.47967E-5
12.94438, -0.11866, 0.01749, -1.28882E-4, -2.52744E-4
12.9525, -0.10396, 0.01421, -3.11862E-5, -1.16474E-4
12.96063, -0.09905, 0.00775, -2.77245E-4, -4.0044E-5
12.96875, -0.10604, 0.00718, 2.5379E-4, -9.36593E-5
12.97688, -0.11311, 0.03053, 2.13117E-5, 4.13001E-4
12.985, -0.08512, 0.05716, -3.04567E-5, -3.03891E-4
12.99312, -0.05444, 0.04678, -0.00102, -3.98611E-4
13.00125, -0.05321, 0.03428, -3.36606E-4, 1.62061E-4
13.00938, -0.05481, 0.04081, -1.01509E-4, 7.73582E-4
13.0175, -0.04698, 0.05415, -2.61731E-4, -1.26469E-5
13.02563, -0.02322, 0.06431, -2.39555E-4, 3.4104E-5
13.03375, 0.00263, 0.04726, -3.84831E-4, -7.59518E-5
13.04187, -0.00523, 0.03009, 2.85524E-4, 5.77263E-5
13.05, -0.0068, 0.04058, 2.27078E-4, 2.89535E-4
13.05813, 0.00838, 0.04669, -2.18538E-4, -7.50563E-5
13.06625, 0.02255, 0.04192, -6.01191E-5, -1.2564E-4
13.07438, 0.02766, 0.03325, -6.77692E-4, 2.36465E-4
13.0825, 0.02339, 0.03712, -2.47789E-4, 4.75834E-4
13.09062, 0.03561, 0.0563, -5.5966E-4, 2.01248E-4
13.09875, 0.06309, 0.05545, -4.12912E-4, 2.90446E-4
13.10688, 0.07336, 0.04405, -1.11456E-4, 3.35495E-4
13.115, 0.07895, 0.04445, -3.89424E-4, 2.91962E-4
13.12313, 0.092, 0.05073, -4.94368E-4, 1.31294E-4
13.13125, 0.11824, 0.05211, -3.38385E-4, 7.77948E-4
13.13937, 0.14489, 0.02785, 3.46491E-4, 2.25215E-4
13.1475, 0.13854, 8.73141E-4, 5.61819E-4, -1.69795E-4
13.15563, 0.12888, 0.00195, 7.78514E-5, 6.51757E-4
13.16375, 0.1387, 0.00696, -3.64096E-4, 9.51261E-5
13.17188, 0.153, 0.00341, -1.13958E-4, 4.19809E-4
13.18, 0.16066, -0.00619, -4.18659E-4, 1.98467E-4
13.18812, 0.16307, -0.00899, -5.71663E-4, -1.16057E-4
13.19625, 0.17546, 2.05089E-4, -1.72443E-4, 3.23032E-4
13.20438, 0.20171, -0.00565, -7.23633E-4, 5.28042E-4
13.2125, 0.21402, -0.02319, -2.54677E-4, 4.51543E-4
13.22063, 0.21977, -0.03161, -1.68269E-5, 1.82913E-4
13.22875, 0.23171, -0.03602, 2.26602E-4, 4.57881E-4
13.23688, 0.256, -0.04793, 1.75773E-4, -6.23357E-4
13.245, 0.2728, -0.08931, -8.7797E-5, 5.86078E-6
13.25313, 0.24319, -0.12246, -5.50563E-5, -1.97828E-4
13.26125, 0.22166, -0.10949, -3.1171E-4, -2.85388E-4
13.26938, 0.23215, -0.09832, -4.96963E-4, 2.33524E-4
13.2775, 0.25032, -0.10358, -3.23886E-4, -1.47017E-4
13.28563, 0.25988, -0.12084, -4.87668E-4, -2.69176E-4
13.29375, 0.25566, -0.13153, -4.82804E-4, 5.65599E-4
13.30188, 0.25875, -0.12504, -2.2611E-4, 2.90513E-4
13.31, 0.28446, -0.13099, -4.05375E-4, 3.50445E-5
13.31813, 0.29323, -0.15885, -4.57064E-4, -8.2364E-5
13.32625, 0.28668, -0.17151, 1.22422E-4, -2.37636E-4
13.33438, 0.29123, -0.17556, -6.93992E-4, 1.27951E-4
13.3425, 0.30663, -0.18583, -3.76984E-4, 3.39825E-4
13.35063, 0.31959, -0.22554, 1.04505E-4, 0.0015
13.35875, 0.28324, -0.26584, -6.02529E-4, 1.83153E-4
13.36688, 0.24288, -0.24427, -8.23203E-4, -1.98008E-4
13.375, 0.25554, -0.21495, -8.48753E-4, 2.62936E-4
13.38313, 0.28505, -0.21471, -7.18835E-4, 8.12599E-4
13.39125, 0.30332, -0.24144, -0.00105, 5.69642E-4
13.39937, 0.29418, -0.26784, 8.37345E-5, 0.00105
13.4075, 0.28205, -0.26263, 1.14696E-4, 5.79441E-4
13.41563, 0.30514, -0.25872, -5.83958E-6, 2.61273E-4
13.42375, 0.31217, -0.29108, 2.42964E-4, 7.59486E-4
13.43188, 0.29699, -0.30149, -4.72919E-4, 4.28497E-4
13.44, 0.29958, -0.29847, 3.48253E-5, 5.82572E-5
13.44812, 0.32312, -0.3052, -4.15309E-4, 5.29853E-4
13.45625, 0.35411, -0.35385, -6.85417E-4, 0.0012
13.46438, 0.30345, -0.44002, -4.17223E-4, 0.00123
13.4725, 0.20559, -0.40496, -1.36009E-4, 8.57298E-4
13.48063, 0.21822, -0.33325, 4.59803E-4, 8.56279E-4
13.48875, 0.2675, -0.32206, 5.30564E-4, 2.31188E-4
13.49687, 0.3074, -0.35324, 8.19733E-4, 2.29652E-4
13.505, 0.30689, -0.4081, 1.4508E-4, -5.21386E-5
13.51313, 0.26545, -0.43338, -3.94368E-4, 9.36064E-5
13.52125, 0.24559, -0.41005, -1.94915E-5, 6.5063E-4
13.52938, 0.27153, -0.41694, 4.25125E-4, 7.67102E-4
13.5375, 0.2547, -0.44572, 7.45923E-4, 3.4869E-4
13.54562, 0.23588, -0.44102, 1.14123E-4, 8.25561E-4
13.55375, 0.23877, -0.43259, 2.28789E-4, 1.42267E-4
13.56188, 0.26026, -0.4419, 1.69093E-4, -3.85462E-5
13.57, 0.26713, -0.50079, -3.61474E-4, 2.12651E-4
13.57813, 0.18654, -0.54163, -4.76208E-4, 2.6388E-4
13.58625, 0.13029, -0.47732, -2.05922E-4, 0.00138
13.59437, 0.15909, -0.42732, 3.31276E-4, 5.59268E-4
13.6025, 0.20335, -0.42755, 8.37278E-4, 4.56259E-4
13.61063, 0.22667, -0.46432, 1.78661E-4, 2.01141E-4
13.61875, 0.20825, -0.50296, 5.24093E-4, 3.366E-4
13.62688, 0.17512, -0.50422, 3.66453E-4, 6.38675E-4
13.635, 0.17042, -0.48874, 1.72123E-4, 4.99361E-4
13.64313, 0.17417, -0.49508, 5.03297E-4, 0.00101
13.65125, 0.16498, -0.49634, 3.74746E-4, 6.20553E-4
13.65938, 0.16585, -0.49474, -2.68901E-4, 2.31327E-4
13.6675, 0.17553, -0.50421, 2.27878E-4, 3.90391E-4
13.67563, 0.1746, -0.54165, 1.68064E-4, 0.00117
13.68375, 0.1211, -0.57067, 0.00118, 9.82274E-4
13.69188, 0.07149, -0.52768, 0.00112, 3.08302E-4
13.7, 0.0857, -0.48023, 3.30936E-4, 6.26608E-4
13.70813, 0.12126, -0.46924, 7.73538E-5, 4.22861E-4
13.71625, 0.14727, -0.49204, -2.02122E-5, 4.52199E-4
13.72438, 0.14512, -0.52549, 0.00107, 4.3891E-4
13.7325, 0.11925, -0.54117, 9.42754E-4, 2.8973E-4
13.74063, 0.10205, -0.53508, 5.96215E-4, -1.81264E-4
13.74875, 0.09403, -0.52882, 3.93687E-4, 3.27526E-4
13.75688, 0.09296, -0.52058, 2.12936E-5, 6.15988E-4
13.765, 0.09692, -0.51783, 4.4091E-4, 9.16273E-4
13.77313, 0.10273, -0.52587, 2.91821E-4, 5.64877E-4
13.78125, 0.09859, -0.54718, 0.00127, 2.553E-4
13.78938, 0.06558, -0.56244, 6.59653E-4, -2.02822E-4
13.7975, 0.03073, -0.53453, 8.70836E-4, -2.34389E-4
13.80562, 0.03721, -0.49635, -1.22262E-4, 9.46381E-5
13.81375, 0.06577, -0.48263, 7.79668E-4, 1.06867E-4
13.82188, 0.08938, -0.49504, 1.43615E-4, 4.47057E-4
13.83, 0.09517, -0.51871, 2.18979E-4, -3.99066E-4
13.83813, 0.0831, -0.5333, 1.45623E-4, -5.62508E-4
13.84625, 0.07088, -0.53599, 3.9846E-4, 5.49706E-7
13.85437, 0.06135, -0.53239, 2.74418E-4, 4.2223E-4
13.8625, 0.05996, -0.52327, 4.28513E-4, 2.33835E-4
13.87063, 0.06946, -0.51938, 6.1497E-4, 4.65807E-4
13.87875, 0.08025, -0.5305, 3.75672E-4, 2.58194E-4
13.88688, 0.07401, -0.55767, 8.79714E-4, 1.39171E-4
13.895, 0.03184, -0.56779, 8.81981E-4, 4.23498E-4
13.90312, 0.006, -0.52595, -3.40379E-4, -1.70185E-4
13.91125, 0.03364, -0.49057, -3.62038E-4, -3.51456E-4
13.91938, 0.073, -0.49438, 1.80706E-4, -1.67404E-4
13.9275, 0.091, -0.52765, 5.09241E-4, 4.22642E-4
13.93563, 0.07678, -0.55545, 9.98807E-4, 4.45871E-4
13.94375, 0.05513, -0.55769, 5.62804E-4, -3.46885E-4
13.95187, 0.05724, -0.54832, -2.96971E-4, -3.29561E-4
13.96, 0.05665, -0.5588, -2.21466E-4, -7.98848E-5
13.96813, 0.04729, -0.55302, 1.08015E-4, 5.83126E-4
13.97625, 0.05666, -0.54695, -2.4164E-4, 7.8187E-4
13.98438, 0.07271, -0.55631, 3.37838E-4, 8.91178E-4
13.9925, 0.08283, -0.59144, 8.54838E-4, 7.7637E-4
14.00062, 0.0356, -0.63791, 0.00106, 1.78608E-5
14.00875, -0.04375, -0.59679, 8.88178E-4, -5.43725E-4
14.01688, -0.02243, -0.51457, 8.04576E-4, -0.00103
14.025, 0.0443, -0.50081, 1.85644E-4, -3.58298E-4
14.03313, 0.09538, -0.53911, -5.6401E-4, -2.55443E-4
14.04125, 0.10131, -0.60388, -4.04069E-4, 2.92488E-4
14.04938, 0.05314, -0.64207, 8.38347E-4, 7.7088E-4
14.0575, 0.0128, -0.6283, 8.13216E-4, 8.1476E-4
14.06563, 0.0134, -0.61918, 4.20086E-4, -8.86009E-4
14.07375, -0.00284, -0.61647, 2.10395E-4, -6.2398E-4
14.08188, -4.49246E-4, -0.59891, -8.25848E-5, -5.03874E-4
14.09, 0.01751, -0.60177, -1.98064E-4, -4.96419E-4
14.09813, 0.03332, -0.63073, -2.58768E-4, -4.11621E-4
14.10625, 0.00622, -0.69254, 8.6493E-5, 3.90184E-5
14.11438, -0.11017, -0.68923, -2.70459E-4, -3.14533E-4
14.1225, -0.12783, -0.5606, -9.14796E-5, 3.64915E-4
14.13063, -0.03272, -0.50994, 2.7165E-4, 1.67375E-4
14.13875, 0.04297, -0.55057, -5.15326E-5, -1.20684E-4
14.14688, 0.05986, -0.64223, 2.06188E-4, -6.82115E-4
14.155, -0.00857, -0.71255, -1.93318E-4, -1.58739E-4
14.16313, -0.09793, -0.6857, 5.33206E-4, 3.07799E-4
14.17125, -0.10859, -0.6164, -3.1731E-5, 6.84366E-4
14.17938, -0.08339, -0.60493, 8.03487E-4, -6.59868E-4
14.1875, -0.07512, -0.59372, -3.13601E-4, -6.73138E-4
14.19563, -0.05875, -0.59319, -1.21391E-4, 3.28385E-4
14.20375, -0.04358, -0.6087, 4.66997E-4, 1.54713E-4
14.21187, -0.04152, -0.64816, 5.35187E-4, -9.64903E-5
14.22, -0.09916, -0.69359, 1.71493E-4, -9.80132E-4
14.22813, -0.19526, -0.63321, -3.23759E-4, -1.82059E-4
14.23625, -0.15851, -0.52469, -9.02796E-4, -3.77042E-4
14.24438, -0.06435, -0.50549, -1.99636E-4, 5.4772E-4
14.2525, -0.00606, -0.55852, 5.28219E-4, 2.64108E-4
14.26062, -0.00476, -0.64275, 9.40526E-4, -2.84701E-4
14.26875, -0.07471, -0.69146, -2.51841E-4, -5.48241E-4
14.27688, -0.14276, -0.65961, -9.57644E-4, 9.04091E-5
14.285, -0.14789, -0.6095, -6.1546E-6, 5.48345E-6
14.29313, -0.12906, -0.58788, 3.10899E-4, 5.14356E-4
14.30125, -0.10923, -0.58177, -3.69579E-4, -5.42689E-4
14.30937, -0.09406, -0.59233, -1.82337E-4, -1.26036E-4
14.3175, -0.0903, -0.62188, -7.71063E-4, 4.45648E-4
14.32563, -0.12178, -0.65374, -2.26643E-4, 5.26822E-4
14.33375, -0.18763, -0.63204, 5.14993E-4, 7.42882E-4
14.34188, -0.18795, -0.55242, 7.53977E-4, 2.76147E-4
14.35, -0.12012, -0.52706, 4.24747E-4, -3.82437E-4
14.35812, -0.07132, -0.56608, -5.67402E-4, -1.34411E-4
14.36625, -0.07702, -0.62615, -1.02835E-4, 5.71609E-4
14.37438, -0.12671, -0.65069, 0.0012, 1.07862E-5
14.3825, -0.16641, -0.6255, 7.892E-4, -9.41782E-4
14.39063, -0.16731, -0.59651, -5.4612E-4, -0.00144
14.39875, -0.1609, -0.57977, -8.70557E-4, 4.1299E-4
14.40687, -0.14243, -0.57032, 2.53788E-4, 0.00114
14.415, -0.12549, -0.58044, 4.02667E-4, 9.12407E-4
14.42313, -0.12492, -0.60794, 7.99158E-4, -7.33125E-5
14.43125, -0.16103, -0.63606, 4.66502E-4, -7.05266E-4
14.43938, -0.22313, -0.60727, -3.36895E-4, -5.8892E-4
14.4475, -0.21618, -0.52862, -0.00111, -3.62127E-4
14.45563, -0.14999, -0.50014, -3.12375E-4, 4.93106E-4
14.46375, -0.09425, -0.53211, 1.30619E-4, -1.95054E-4
14.47188, -0.08103, -0.59334, 6.33947E-4, -3.09445E-4
14.48, -0.12293, -0.63795, -6.47503E-4, 4.36696E-5
14.48813, -0.17643, -0.63024, -2.05372E-4, -6.63758E-4
14.49625, -0.18918, -0.59543, 3.98306E-4, 8.94716E-4
14.50438, -0.18215, -0.57714, 7.06444E-4, -5.70964E-4
14.5125, -0.16845, -0.56712, 1.98603E-4, -9.17965E-4
14.52063, -0.15242, -0.57458, 3.71235E-5, -4.52564E-5
14.52875, -0.15159, -0.59353, -5.5799E-4, -6.69815E-5
14.53688, -0.17345, -0.61397, 2.54563E-4, 6.15117E-4
14.545, -0.22037, -0.60235, 1.98244E-4, 3.16645E-5
14.55313, -0.22633, -0.54227, 5.69064E-4, 2.17886E-4
14.56125, -0.17203, -0.51478, 5.21617E-4, -0.00103
14.56938, -0.12669, -0.54997, 4.49381E-5, -5.31739E-4
14.5775, -0.13646, -0.60793, 3.7866E-4, -7.78643E-5
14.58563, -0.19288, -0.62178, -5.94255E-4, 1.82E-4
14.59375, -0.22106, -0.5774, -7.60773E-5, 3.53647E-5
14.60188, -0.19475, -0.55348, -3.99546E-4, -4.44064E-5
14.61, -0.18786, -0.55695, 2.16445E-4, -5.28575E-4
14.61812, -0.17749, -0.54648, -5.46432E-5, 7.55939E-4
14.62625, -0.15361, -0.55684, 4.63212E-4, 4.27755E-4
14.63438, -0.14735, -0.59267, 0.00135, 3.07152E-4
14.6425, -0.18053, -0.63827, -4.00748E-6, -6.0703E-4
14.65063, -0.27774, -0.63633, -8.79061E-4, -0.00127
14.65875, -0.32977, -0.50637, -0.00116, -6.90758E-4
14.66687, -0.21411, -0.42033, -3.85108E-4, -8.54066E-5
14.675, -0.10974, -0.45035, -8.21007E-4, 7.7456E-4
14.68313, -0.05965, -0.54431, 4.78159E-4, 2.99554E-4
14.69125, -0.10429, -0.65861, 2.13575E-4, 2.04697E-4
14.69938, -0.22847, -0.67225, 6.32131E-4, 2.03714E-4
14.7075, -0.28836, -0.57166, 3.07779E-4, -4.14602E-5
14.71562, -0.22658, -0.51299, 0.0011, 4.12956E-4
14.72375, -0.19811, -0.5227, 6.22795E-6, -6.71737E-4
14.73188, -0.17333, -0.52665, 1.37505E-4, -1.60715E-4
14.74, -0.15681, -0.55243, -1.97026E-4, -2.64084E-4
14.74813, -0.15999, -0.59126, 3.63922E-4, 7.03419E-4
14.75625, -0.20084, -0.62819, 3.18045E-4, 3.04628E-6
14.76437, -0.29177, -0.61226, -2.29184E-4, -7.21635E-4
14.7725, -0.31072, -0.47953, -2.06985E-4, -5.39086E-4
14.78063, -0.19245, -0.43566, -5.89621E-4, 1.64904E-4
14.78875, -0.10702, -0.4907, -8.04691E-5, 5.18367E-4
14.79688, -0.11011, -0.60005, -1.00418E-4, 6.77208E-4
14.805, -0.20988, -0.65139, -4.79388E-4, 1.95435E-4
14.81312, -0.2867, -0.58303, -3.0124E-4, -5.29855E-4
14.82125, -0.24853, -0.50765, -3.874E-4, -5.0008E-4
14.82938, -0.21428, -0.5175, -5.11894E-4, 3.77242E-4
14.8375, -0.19514, -0.51674, -1.14642E-4, 2.12004E-5
14.84563, -0.17583, -0.5343, 8.89595E-4, 7.41075E-5
14.85375, -0.17753, -0.56685, 4.59412E-5, 2.05612E-5
14.86188, -0.20626, -0.59549, -3.12336E-5, -1.95074E-4
14.87, -0.26924, -0.59442, -5.37703E-4, 1.81801E-4
14.87813, -0.31494, -0.50956, -2.04447E-4, 5.36886E-4
14.88625, -0.24331, -0.43115, -1.27116E-4, -9.47246E-5
14.89438, -0.15369, -0.45062, -5.52105E-4, 2.72832E-4
14.9025, -0.11, -0.52901, 6.72712E-4, 8.15429E-6
14.91063, -0.14972, -0.61577, 7.45551E-5, 6.6075E-4
14.91875, -0.24653, -0.62355, 4.40795E-4, 6.42305E-4
14.92688, -0.2881, -0.55016, 8.59686E-4, -8.57122E-5
14.935, -0.25092, -0.49982, 5.89961E-4, 2.27903E-5
14.94313, -0.21176, -0.50224, 5.23052E-4, -3.38026E-4
14.95125, -0.19048, -0.52195, 7.12671E-4, -6.56225E-4
14.95938, -0.19192, -0.54884, 6.07974E-4, 3.0142E-4
14.9675, -0.2154, -0.56394, 2.32584E-4, -4.66222E-4
14.97563, -0.24374, -0.56373, -2.03216E-5, -0.00126
14.98375, -0.27729, -0.53689, 5.90919E-4, -1.38131E-4
14.99188, -0.26366, -0.47312, -3.81158E-4, -4.06184E-4
15, -0.19741, -0.46063, -5.05152E-4, -3.60333E-4
