# Freiraum-Messung des XBandAbsorbers mit 30 und 300 Ohm Widerstaenden
# f [GHz], Re(S11), Im(S11), Re(S21), Im(S21)
5.2255, -0.3726, 0.51937, -8.48422E-5, 4.38148E-4
5.23, -0.37175, 0.5191, 1.74095E-4, 7.35856E-4
5.2345, -0.37077, 0.5181, 2.01689E-5, 8.70226E-4
5.239, -0.36834, 0.5176, 3.94927E-4, 3.80013E-4
5.2435, -0.36696, 0.51664, 7.12083E-4, 5.36201E-4
5.248, -0.36548, 0.51595, 4.82482E-4, 4.97312E-4
5.2525, -0.36747, 0.51412, 1.58787E-4, 4.13674E-4
5.257, -0.36645, 0.51241, -3.45233E-4, 3.66483E-4
5.2615, -0.36605, 0.51097, -4.43556E-4, 4.58474E-4
5.266, -0.36447, 0.51091, -4.02318E-4, 0.00125
5.2705, -0.36417, 0.50932, -1.74735E-5, 0.00197
5.275, -0.3639, 0.50887, 2.09219E-4, 0.00217
5.2795, -0.3634, 0.50803, 6.99435E-4, 0.00216
5.284, -0.36242, 0.50637, 0.0011, 0.00262
5.2885, -0.36054, 0.5051, 0.00139, 0.00287
5.293, -0.35828, 0.50261, 0.00178, 0.00237
5.2975, -0.35647, 0.50096, 0.00275, 0.00178
5.302, -0.35527, 0.49938, 0.00283, 0.00123
5.3065, -0.35441, 0.49735, 0.00299, 6.79842E-4
5.311, -0.35484, 0.49861, 0.00268, 1.15549E-4
5.3155, -0.3559, 0.49686, 0.00199, -4.70461E-4
5.32, -0.35714, 0.49698, 0.00134, -9.76483E-4
5.3245, -0.3588, 0.49692, 9.13335E-4, -0.00107
5.329, -0.35837, 0.49869, 4.90963E-4, -9.15963E-4
5.3335, -0.35843, 0.49965, 1.18401E-4, -3.5982E-4
5.338, -0.3576, 0.50131, -2.15118E-4, -5.8941E-5
5.3425, -0.3562, 0.50288, -4.70864E-4, 5.38661E-4
5.347, -0.35315, 0.50293, -2.15003E-4, 0.00126
5.3515, -0.35084, 0.50335, -1.60467E-5, 0.00159
5.356, -0.34845, 0.50286, 3.67091E-4, 0.00181
5.3605, -0.34676, 0.50144, 5.55823E-4, 0.00166
5.365, -0.34531, 0.4996, 0.001, 0.00191
5.3695, -0.34671, 0.49784, 0.0013, 0.00189
5.374, -0.3455, 0.49529, 0.00183, 0.00209
5.3785, -0.3453, 0.49393, 0.00208, 0.00154
5.383, -0.34504, 0.49241, 0.00269, 0.00181
5.3875, -0.34512, 0.49257, 0.00312, 0.00114
5.392, -0.34501, 0.49189, 0.00301, 4.5043E-4
5.3965, -0.34407, 0.49143, 0.00288, -7.45237E-5
5.401, -0.34276, 0.49046, 0.00241, -4.0424E-4
5.4055, -0.34095, 0.4893, 0.00183, -4.71714E-4
5.41, -0.33865, 0.48781, 0.00177, -3.96745E-4
5.4145, -0.33718, 0.48544, 0.00152, -1.69681E-4
5.419, -0.33588, 0.48397, 0.00158, 2.70915E-4
5.4235, -0.33615, 0.48248, 0.00175, 1.95008E-4
5.428, -0.33648, 0.48227, 0.00187, -1.65929E-5
5.4325, -0.33741, 0.48099, 0.00191, 7.33559E-5
5.437, -0.33869, 0.48106, 0.00168, -5.14659E-4
5.4415, -0.33925, 0.48163, 0.0015, -0.00106
5.446, -0.33893, 0.48209, 7.04215E-4, -0.00119
5.4505, -0.33839, 0.48337, -6.85075E-5, -6.60284E-4
5.455, -0.33691, 0.48431, -3.47229E-4, -4.43917E-5
5.4595, -0.33525, 0.48337, -5.03229E-4, 4.92178E-4
5.464, -0.33352, 0.48296, -3.46957E-4, 0.00153
5.4685, -0.33129, 0.48127, 2.88076E-4, 0.00196
5.473, -0.33028, 0.47956, 0.00104, 0.00231
5.4775, -0.33212, 0.47818, 0.00203, 0.00198
5.482, -0.33167, 0.47572, 0.00235, 0.00173
5.4865, -0.3328, 0.47416, 0.0028, 0.00148
5.491, -0.33201, 0.4734, 0.00266, 8.13771E-4
5.4955, -0.33248, 0.47268, 0.00289, 2.93272E-4
5.5, -0.33013, 0.47261, 0.0031, 6.44029E-4
5.5045, -0.32896, 0.47095, 0.0038, 3.41262E-4
5.509, -0.32737, 0.46823, 0.00382, -2.51677E-4
5.5135, -0.32727, 0.46498, 0.00403, -0.00137
5.518, -0.32701, 0.46178, 0.00364, -0.00241
5.5225, -0.3279, 0.45972, 0.003, -0.0029
5.527, -0.33048, 0.46003, 0.00221, -0.00356
5.5315, -0.33203, 0.46003, 0.00103, -0.00389
5.536, -0.3336, 0.46146, -1.62575E-4, -0.00339
5.5405, -0.33402, 0.46572, -0.001, -0.00223
5.545, -0.33429, 0.46833, -0.00161, -0.00145
5.5495, -0.33227, 0.4711, -7.52657E-4, -1.23774E-4
5.554, -0.32846, 0.47301, -1.52579E-4, 2.81808E-4
5.5585, -0.32476, 0.47351, 5.14403E-4, 5.98227E-4
5.563, -0.32113, 0.47208, 9.97968E-4, -8.3002E-6
5.5675, -0.3194, 0.4695, 0.00139, -5.6595E-7
5.572, -0.31893, 0.46611, 0.00147, -9.31231E-4
5.5765, -0.31973, 0.46381, 8.72449E-4, -0.00142
5.581, -0.32094, 0.46314, 2.0941E-4, -0.0016
5.5855, -0.32141, 0.4629, -2.30517E-4, -0.00109
5.59, -0.32343, 0.46387, -6.19361E-4, -7.51343E-5
5.5945, -0.32331, 0.46469, -1.89552E-4, 2.32605E-4
5.599, -0.3217, 0.46498, -1.26555E-4, 3.46923E-4
5.6035, -0.31928, 0.46384, 8.78481E-4, 6.46589E-4
5.608, -0.31709, 0.4625, 9.90416E-4, 1.29422E-4
5.6125, -0.31467, 0.46102, 0.00127, -4.08529E-4
5.617, -0.31402, 0.45903, 0.00115, -6.97122E-4
5.6215, -0.31257, 0.4553, 8.58612E-4, -9.5424E-4
5.626, -0.31145, 0.45276, 4.35531E-4, -4.40079E-4
5.6305, -0.31229, 0.4502, 3.00111E-4, -1.7039E-5
5.635, -0.313, 0.44768, 2.90183E-4, 1.4323E-4
5.6395, -0.31426, 0.44622, 3.41349E-4, 3.4379E-5
5.644, -0.31472, 0.44621, 6.24794E-4, -1.38305E-4
5.6485, -0.31614, 0.44936, 0.00129, -1.47877E-4
5.653, -0.3174, 0.45, 0.00104, -4.17172E-4
5.6575, -0.31679, 0.45107, 8.29068E-4, -0.00119
5.662, -0.31564, 0.45242, 3.64181E-4, -8.2511E-4
5.6665, -0.3138, 0.45278, -5.42919E-4, -0.00118
5.671, -0.31121, 0.45263, -0.00115, -3.69558E-4
5.6755, -0.30796, 0.45181, -0.00102, 6.23247E-4
5.68, -0.3068, 0.45001, -3.5618E-4, 8.71429E-4
5.6845, -0.30639, 0.44778, 1.55675E-4, 0.00146
5.689, -0.30686, 0.44532, 4.27938E-4, 0.00135
5.6935, -0.30844, 0.44353, 0.0011, 0.00101
5.698, -0.30919, 0.44257, 0.00134, 0.00108
5.7025, -0.30981, 0.4424, 0.00155, 6.35777E-4
5.707, -0.31202, 0.44288, 0.00166, 2.81157E-5
5.7115, -0.31112, 0.44276, 0.00166, 2.28283E-5
5.716, -0.30957, 0.44197, 0.00139, -3.80393E-4
5.7205, -0.30756, 0.44145, 0.00135, -4.81154E-4
5.725, -0.30647, 0.43895, 0.00139, -6.47673E-4
5.7295, -0.30647, 0.43649, 8.66813E-4, -7.82983E-4
5.734, -0.30634, 0.43434, 8.61509E-4, -0.00127
5.7385, -0.30769, 0.43235, 3.72609E-4, -0.00151
5.743, -0.30956, 0.43091, -2.03578E-4, -0.00173
5.7475, -0.31126, 0.43075, -7.13664E-4, -0.00117
5.752, -0.31246, 0.43301, -9.36665E-4, -5.44451E-4
5.7565, -0.31276, 0.43649, -8.85525E-4, 1.99535E-5
5.761, -0.31158, 0.44184, -6.88759E-4, 8.27985E-4
5.7655, -0.30936, 0.44396, 1.54892E-4, 0.00116
5.77, -0.30594, 0.44497, 5.6123E-4, 0.00108
5.7745, -0.30252, 0.44432, 0.00131, 7.71374E-4
5.779, -0.29898, 0.44289, 0.00176, -1.98156E-5
5.7835, -0.29628, 0.44023, 0.00142, -5.87936E-4
5.788, -0.29504, 0.43698, 7.16583E-4, -9.61464E-4
5.7925, -0.29572, 0.43398, -1.77214E-4, -0.00123
5.797, -0.29683, 0.4329, -5.73453E-4, -6.97181E-4
5.8015, -0.29798, 0.43205, -8.21943E-4, -1.16758E-4
5.806, -0.29899, 0.43192, -9.82413E-4, 5.64238E-4
5.8105, -0.29931, 0.43202, -3.46258E-4, 0.00119
5.815, -0.29776, 0.43273, 3.05376E-4, 0.00129
5.8195, -0.29951, 0.43216, 6.8372E-4, 0.00129
5.824, -0.29821, 0.43064, 0.00107, 0.0012
5.8285, -0.29581, 0.43061, 0.00117, 8.48771E-4
5.833, -0.29321, 0.42864, 0.0013, 4.22966E-4
5.8375, -0.29206, 0.42765, 0.00177, 5.08709E-4
5.842, -0.28971, 0.42598, 0.0015, 1.95596E-4
5.8465, -0.28978, 0.42303, 0.00114, 3.74501E-4
5.851, -0.29057, 0.41996, 0.00104, 5.14951E-5
5.8555, -0.29212, 0.41851, 0.00137, -1.65446E-4
5.86, -0.29413, 0.41747, 9.5542E-4, -1.64482E-4
5.8645, -0.29627, 0.418, 8.71308E-4, -5.16574E-4
5.869, -0.29728, 0.41982, 3.53897E-4, -4.97169E-4
5.8735, -0.29691, 0.4212, 5.07855E-4, -6.46852E-4
5.878, -0.2965, 0.4226, -1.44842E-4, 3.0361E-5
5.8825, -0.29485, 0.42265, -2.6444E-4, -1.42958E-6
5.887, -0.29263, 0.42183, -4.56328E-5, 7.09398E-4
5.8915, -0.29095, 0.42136, 3.9662E-4, 0.00157
5.896, -0.28924, 0.41965, 7.014E-4, 0.00115
5.9005, -0.28872, 0.41767, 0.00164, 0.0016
5.905, -0.28972, 0.41615, 0.00224, 9.22188E-4
5.9095, -0.29133, 0.41531, 0.00249, 4.41576E-4
5.914, -0.29225, 0.41615, 0.00215, -2.66802E-4
5.9185, -0.29266, 0.41623, 0.00135, -3.15996E-4
5.923, -0.29216, 0.41694, 0.00105, -3.43531E-4
5.9275, -0.2905, 0.4176, 9.75222E-4, -3.22094E-4
5.932, -0.29047, 0.41708, 8.34087E-4, -5.21545E-4
5.9365, -0.28749, 0.41403, 5.1926E-4, 1.61302E-4
5.941, -0.28596, 0.41178, 3.79468E-4, 5.46301E-4
5.9455, -0.28604, 0.40899, 0.0012, 5.35918E-4
5.95, -0.28698, 0.40576, 0.00114, 5.99033E-4
5.9545, -0.2897, 0.40409, 0.00151, 5.40499E-4
5.959, -0.29166, 0.40267, 0.00174, 3.9752E-4
5.9635, -0.29287, 0.40653, 0.002, 1.29876E-5
5.968, -0.29389, 0.4092, 0.00182, -1.47002E-5
5.9725, -0.2938, 0.41229, 0.00191, -4.24144E-4
5.977, -0.29252, 0.41506, 0.00192, -4.46693E-4
5.9815, -0.28995, 0.41621, 0.00185, -8.87354E-4
5.986, -0.28707, 0.41729, 0.00152, -0.00109
5.9905, -0.28399, 0.41648, 0.00169, -0.00145
5.995, -0.28173, 0.41473, 0.00142, -0.00149
5.9995, -0.28109, 0.41192, 9.68704E-4, -0.00173
6.004, -0.28054, 0.40999, 5.16086E-4, -0.00153
6.0085, -0.28023, 0.40855, 1.03888E-4, -8.36025E-4
6.013, -0.28023, 0.40726, 2.45177E-5, -5.0873E-4
6.0175, -0.28071, 0.40642, -5.49567E-5, -3.69794E-4
6.022, -0.28059, 0.40661, 6.13169E-4, -1.38521E-4
6.0265, -0.2799, 0.40651, 8.29833E-4, 2.58054E-4
6.031, -0.27974, 0.40644, 0.00128, -1.71707E-4
6.0355, -0.28075, 0.40552, 0.00169, -3.71621E-4
6.04, -0.27927, 0.40338, 0.00178, -8.30832E-4
6.0445, -0.2764, 0.40097, 0.00173, -0.00123
6.049, -0.27538, 0.39863, 0.00116, -0.00134
6.0535, -0.27449, 0.39593, 9.5837E-4, -0.00152
6.058, -0.2754, 0.39316, 2.87178E-4, -0.00138
6.0625, -0.27658, 0.39062, 3.29347E-4, -0.00105
6.067, -0.27923, 0.3891, 3.67055E-4, -0.00115
6.0715, -0.28123, 0.39181, 3.84588E-4, -6.68906E-4
6.076, -0.28334, 0.39249, 4.22024E-4, -0.00102
6.0805, -0.28457, 0.39405, 7.13125E-4, -0.00109
6.085, -0.28456, 0.39636, 6.41525E-4, -0.0012
6.0895, -0.28339, 0.39789, 1.16528E-4, -0.00138
6.094, -0.28074, 0.39959, -6.40617E-4, -7.83976E-4
6.0985, -0.27825, 0.40003, -3.8616E-4, -6.71036E-4
6.103, -0.27572, 0.39893, -2.83476E-5, -1.59048E-4
6.1075, -0.27392, 0.39754, 2.4073E-4, -1.92303E-4
6.112, -0.27367, 0.39485, 8.57605E-5, -2.56394E-4
6.1165, -0.2748, 0.39342, 5.32305E-4, -5.04991E-4
6.121, -0.27621, 0.39239, 5.30115E-4, -3.17322E-4
6.1255, -0.27747, 0.39179, 4.74341E-5, -9.09823E-4
6.13, -0.27742, 0.39188, 3.84731E-4, -2.69323E-4
6.1345, -0.27714, 0.39331, 2.55304E-4, -2.83931E-4
6.139, -0.27542, 0.39386, 4.96664E-4, -2.61837E-4
6.1435, -0.27637, 0.3941, 6.95571E-4, -2.35705E-4
6.148, -0.27526, 0.39284, 2.20472E-4, -4.04351E-4
6.1525, -0.2749, 0.3912, 8.52432E-4, -6.71555E-4
6.157, -0.27416, 0.3901, 5.77656E-4, -4.32912E-4
6.1615, -0.27395, 0.38791, 7.27221E-4, -3.99774E-4
6.166, -0.27322, 0.38493, 7.46646E-4, -8.486E-4
6.1705, -0.27384, 0.38358, 3.52736E-4, -8.04546E-4
6.175, -0.27371, 0.38362, 6.60008E-4, -0.00111
6.1795, -0.27422, 0.38442, 6.81311E-4, -0.00119
6.184, -0.2742, 0.38697, 3.48386E-4, -0.00149
6.1885, -0.27489, 0.39054, 4.27929E-4, -0.00136
6.193, -0.27356, 0.39187, -4.58148E-4, -0.00135
6.1975, -0.27144, 0.39234, -3.03185E-4, -0.00162
6.202, -0.26845, 0.39154, -6.37251E-4, -0.00115
6.2065, -0.26602, 0.38985, -0.00108, -0.00104
6.211, -0.26506, 0.38752, -7.71585E-4, -7.99763E-4
6.2155, -0.26378, 0.38593, -0.00101, -7.03345E-4
6.22, -0.26378, 0.38364, -0.00127, -3.30646E-4
6.2245, -0.26536, 0.38186, -7.73108E-4, -7.21048E-4
6.229, -0.26565, 0.3801, -8.45329E-4, 2.09863E-4
6.2335, -0.26697, 0.38002, -6.88597E-4, 6.75138E-6
6.238, -0.26788, 0.38125, -6.89767E-4, 2.69311E-4
6.2425, -0.27047, 0.38278, -5.03741E-4, 2.66304E-4
6.247, -0.2693, 0.3825, -3.27184E-4, 5.37412E-4
6.2515, -0.26743, 0.38305, -3.08654E-4, 4.68259E-4
6.256, -0.26549, 0.38159, -4.1712E-4, 2.25337E-4
6.2605, -0.264, 0.38078, -5.49305E-5, 6.73734E-4
6.265, -0.26267, 0.37816, 1.39025E-4, 5.23729E-4
6.2695, -0.26179, 0.37446, 5.87344E-5, 3.23091E-4
6.274, -0.26196, 0.37097, -1.70546E-4, 4.13635E-4
6.2785, -0.26366, 0.36712, 1.1689E-4, 7.66462E-5
6.283, -0.26549, 0.36509, 3.4709E-4, 4.32261E-5
6.2875, -0.26842, 0.36579, -1.01059E-4, 9.68958E-5
6.292, -0.27076, 0.3671, 1.57782E-4, 3.55431E-4
6.2965, -0.27269, 0.37007, 1.52461E-5, 1.24507E-4
6.301, -0.27259, 0.37662, 7.84681E-5, -4.92062E-5
6.3055, -0.27137, 0.3803, 3.55993E-5, -7.3483E-5
6.31, -0.26704, 0.38252, -1.35799E-4, 1.07696E-4
6.3145, -0.26325, 0.38257, -2.9828E-4, 1.75419E-4
6.319, -0.25908, 0.38027, -5.36505E-4, 5.04501E-5
6.3235, -0.25607, 0.37755, -3.60542E-4, 3.37062E-5
6.328, -0.2551, 0.37382, -1.20712E-4, 2.73998E-4
6.3325, -0.25573, 0.37122, -4.32492E-5, 7.91947E-4
6.337, -0.25776, 0.36942, -4.66388E-4, 5.29925E-4
6.3415, -0.25974, 0.36902, 1.29087E-4, 6.56563E-4
6.346, -0.26149, 0.36927, -2.99919E-4, 6.07996E-4
6.3505, -0.26188, 0.37012, -2.2047E-4, 9.48232E-4
6.355, -0.26405, 0.37107, -2.57839E-4, 8.55779E-4
6.3595, -0.26229, 0.3701, 1.98094E-4, 6.7803E-4
6.364, -0.25992, 0.36956, 3.2773E-4, 8.19155E-4
6.3685, -0.25934, 0.36823, 6.10478E-4, 4.83571E-4
6.373, -0.25876, 0.36613, 8.95017E-4, 3.661E-4
6.3775, -0.2595, 0.36436, 0.00117, 5.31404E-5
6.382, -0.26032, 0.36344, 7.76206E-4, 7.00346E-5
6.3865, -0.26147, 0.36263, 5.06523E-4, 1.14672E-4
6.391, -0.26185, 0.3634, 1.86966E-4, -1.64156E-4
6.3955, -0.26239, 0.3648, 3.00972E-4, 1.22324E-5
6.4, -0.26043, 0.36639, 4.32508E-4, 3.18693E-4
6.4045, -0.25903, 0.36799, 3.3593E-5, 3.54997E-4
6.409, -0.25495, 0.37052, -1.44841E-4, 7.98876E-4
6.4135, -0.25207, 0.37196, 6.88602E-5, 9.67787E-4
6.418, -0.24913, 0.37011, 7.56823E-4, 8.6131E-4
6.4225, -0.24748, 0.36665, 7.93728E-4, 9.83641E-4
6.427, -0.24637, 0.36311, 0.00122, 0.00115
6.4315, -0.24761, 0.3599, 0.00113, 6.32818E-4
6.436, -0.25008, 0.35699, 0.00138, 5.79739E-4
6.4405, -0.25245, 0.35531, 0.00144, 3.57045E-4
6.445, -0.25497, 0.35615, 0.00114, 2.42518E-4
6.4495, -0.25702, 0.35794, 0.00108, 1.47541E-4
6.454, -0.25711, 0.36003, 0.00112, 2.45194E-4
6.4585, -0.25648, 0.36182, 0.00129, 2.67169E-4
6.463, -0.25469, 0.36329, 0.00114, 3.35985E-4
6.4675, -0.25336, 0.36388, 0.00147, 6.18862E-5
6.472, -0.25135, 0.36204, 0.00164, -1.61981E-4
6.4765, -0.24848, 0.35925, 0.00151, -1.42722E-4
6.481, -0.24747, 0.35435, 0.00165, -4.20671E-4
6.4855, -0.24735, 0.34979, 0.0017, -9.50894E-4
6.49, -0.25062, 0.34553, 0.00172, -7.8734E-4
6.4945, -0.25434, 0.34407, 0.00111, -0.0016
6.499, -0.25705, 0.34707, 0.00124, -0.00207
6.5035, -0.26138, 0.34977, 2.68146E-4, -0.00178
6.508, -0.26287, 0.35489, -9.95735E-6, -0.00181
6.5125, -0.26189, 0.36018, -2.97814E-4, -0.00188
6.517, -0.25757, 0.36396, -6.54304E-4, -0.00131
6.5215, -0.25229, 0.36542, -8.80829E-4, -2.9351E-4
6.526, -0.24758, 0.36366, -0.00115, 2.38679E-4
6.5305, -0.24504, 0.36125, -5.66218E-4, 6.90885E-4
6.535, -0.24491, 0.35737, -1.88437E-4, 8.15134E-4
6.5395, -0.24587, 0.35477, 5.9014E-4, 9.08586E-4
6.544, -0.24654, 0.35359, 0.00117, 7.22278E-4
6.5485, -0.24785, 0.35369, 0.00143, 7.04906E-4
6.553, -0.2483, 0.35397, 0.00196, -1.81232E-4
6.5575, -0.24836, 0.35431, 0.0016, -5.80898E-4
6.562, -0.24792, 0.35452, 0.00118, -0.00119
6.5665, -0.2473, 0.3549, 7.4098E-4, -0.00148
6.571, -0.24549, 0.35525, 6.14751E-4, -0.00126
6.5755, -0.24388, 0.35472, 2.06593E-4, -0.00127
6.58, -0.24175, 0.35447, -5.13195E-4, -8.81687E-4
6.5845, -0.2389, 0.35168, 0.00107, -8.08287E-4
6.589, -0.2378, 0.34868, 2.50513E-4, -6.26812E-4
6.5935, -0.23846, 0.3446, 2.63905E-4, 5.21855E-5
6.598, -0.24018, 0.3414, 3.79557E-4, -3.54213E-4
6.6025, -0.24312, 0.34003, 0.00104, -3.05002E-4
6.607, -0.24686, 0.3404, 8.1476E-4, -4.06702E-4
6.6115, -0.25001, 0.34322, 9.40338E-4, -7.32318E-4
6.616, -0.25049, 0.34784, 8.43583E-4, -0.00139
6.6205, -0.24877, 0.35047, 8.4829E-4, -0.00115
6.625, -0.24454, 0.35231, 4.87292E-4, -0.00132
6.6295, -0.24027, 0.35144, -5.29245E-4, -0.00136
6.634, -0.23654, 0.34905, -4.46653E-4, -8.34642E-4
6.6385, -0.23512, 0.34499, -4.40871E-4, -7.01036E-4
6.643, -0.23579, 0.34172, -5.48091E-4, -6.92881E-4
6.6475, -0.23827, 0.33962, -7.9122E-4, -5.82759E-4
6.652, -0.2405, 0.33933, -5.58642E-4, -3.15632E-4
6.6565, -0.2429, 0.34006, -4.38967E-4, 2.6913E-4
6.661, -0.24314, 0.34196, -2.84956E-4, 3.75748E-4
6.6655, -0.24262, 0.34308, 2.22066E-4, 9.83349E-5
6.67, -0.24118, 0.34314, 7.72366E-4, 4.72818E-4
6.6745, -0.24081, 0.34315, 0.00105, -1.66509E-4
6.679, -0.2388, 0.34182, 0.00116, -4.44494E-4
6.6835, -0.23793, 0.3411, 0.00116, -9.21011E-4
6.688, -0.23562, 0.33976, 6.69773E-4, -0.0012
6.6925, -0.23551, 0.33705, -3.51219E-5, -0.00118
6.697, -0.23605, 0.33404, -2.52951E-4, -9.98579E-4
6.7015, -0.24033, 0.32878, 6.78275E-5, -0.00109
6.706, -0.24312, 0.32694, -3.67219E-5, -0.0013
6.7105, -0.24619, 0.3273, -3.70749E-4, -0.00116
6.715, -0.24921, 0.33116, -5.39733E-4, -7.69247E-4
6.7195, -0.24995, 0.3376, -1.94062E-4, -6.00194E-4
6.724, -0.24666, 0.34623, -1.5512E-4, -6.55079E-4
6.7285, -0.24256, 0.34845, -1.92229E-4, -0.00118
6.733, -0.23659, 0.34861, -4.8786E-4, -6.56383E-4
6.7375, -0.23254, 0.34564, -8.74876E-4, -3.7763E-4
6.742, -0.2308, 0.34124, -4.10011E-4, -6.38559E-4
6.7465, -0.23129, 0.33624, -8.65584E-4, 1.64916E-6
6.751, -0.23388, 0.33328, -7.62463E-4, -3.14311E-4
6.7555, -0.23563, 0.33299, -5.88361E-4, -3.90572E-4
6.76, -0.23763, 0.33456, -3.59134E-4, -3.74163E-4
6.7645, -0.23873, 0.3373, -5.47952E-4, -6.22071E-4
6.769, -0.238, 0.33927, -3.6084E-4, -1.07659E-4
6.7735, -0.23562, 0.34038, -1.39833E-4, -3.28111E-4
6.778, -0.23339, 0.34066, -7.01641E-4, -5.09164E-5
6.7825, -0.23147, 0.3404, -6.26357E-4, 2.56308E-5
6.787, -0.22961, 0.33957, -9.73297E-4, -5.02619E-5
6.7915, -0.22764, 0.33814, -6.77158E-4, -1.52482E-4
6.796, -0.22496, 0.33653, -9.86151E-4, 3.53492E-5
6.8005, -0.22357, 0.33361, -0.00102, 1.70317E-4
6.805, -0.22254, 0.33028, -7.33705E-4, 5.88424E-4
6.8095, -0.22344, 0.32522, -8.22546E-4, 5.77313E-4
6.814, -0.22637, 0.32247, -4.2689E-4, 9.61397E-4
6.8185, -0.23129, 0.32098, -1.86643E-4, 7.24217E-4
6.823, -0.23546, 0.32339, 2.11437E-4, 6.45837E-4
6.8275, -0.23718, 0.32745, -1.41584E-4, 6.76062E-4
6.832, -0.23624, 0.33268, 4.79386E-5, 2.88249E-4
6.8365, -0.23161, 0.33669, -2.90266E-4, 4.04472E-4
6.841, -0.22665, 0.33686, -1.26673E-4, 1.93883E-4
6.8455, -0.22257, 0.3343, -1.89136E-4, 5.43867E-4
6.85, -0.22057, 0.33023, -6.29764E-5, 3.97182E-4
6.8545, -0.22143, 0.32557, -2.5302E-4, 3.15463E-4
6.859, -0.22362, 0.32225, -2.8925E-4, 2.26951E-4
6.8635, -0.22627, 0.3211, -1.50049E-5, 6.39054E-5
6.868, -0.22848, 0.32111, -1.02641E-4, 5.41921E-5
6.8725, -0.23061, 0.32265, -1.52909E-4, 3.17646E-4
6.877, -0.23094, 0.32463, -3.1468E-4, 1.466E-4
6.8815, -0.23119, 0.32719, -5.58555E-4, -1.02074E-4
6.886, -0.23004, 0.3279, -3.21507E-4, 4.78986E-4
6.8905, -0.22844, 0.3291, -4.3228E-4, 3.86846E-4
6.895, -0.22689, 0.32913, -2.57458E-4, 5.72248E-4
6.8995, -0.2244, 0.32746, -3.21114E-4, 2.22677E-4
6.904, -0.22491, 0.32587, -2.35219E-4, 7.20913E-4
6.9085, -0.22368, 0.3208, 3.44106E-5, -2.59904E-6
6.913, -0.22401, 0.31685, -2.1088E-4, 1.74746E-4
6.9175, -0.22535, 0.31454, -6.23279E-4, -6.63551E-6
6.922, -0.22951, 0.31345, -3.41996E-4, 3.34541E-4
6.9265, -0.23124, 0.31708, -5.90577E-4, 8.81599E-4
6.931, -0.23303, 0.32075, -7.77966E-4, 9.29275E-4
6.9355, -0.23279, 0.32396, -2.99448E-4, 0.00162
6.94, -0.23073, 0.32697, 1.56675E-5, 0.00149
6.9445, -0.22737, 0.32912, -7.07085E-5, 0.00123
6.949, -0.22284, 0.32951, -8.90729E-5, 0.00141
6.9535, -0.2191, 0.32818, 5.34176E-4, 0.00125
6.958, -0.21812, 0.32603, 2.65387E-4, 0.00155
6.9625, -0.21838, 0.3244, 3.34434E-4, 0.0015
6.967, -0.21928, 0.32362, 7.60829E-4, 0.00113
6.9715, -0.21941, 0.32335, 7.87814E-4, 0.00105
6.976, -0.21914, 0.32282, 9.12783E-4, 9.79976E-4
6.9805, -0.2182, 0.3224, 0.00105, 7.99285E-4
6.985, -0.2165, 0.32237, 0.00132, 7.75842E-4
6.9895, -0.2149, 0.32232, 0.00156, 5.18399E-4
6.994, -0.21394, 0.32115, 0.00168, 3.83042E-4
6.9985, -0.21331, 0.32012, 0.0016, -3.39259E-5
7.003, -0.21251, 0.31973, 0.00133, 1.9161E-4
7.0075, -0.2114, 0.31941, 0.00146, -2.65296E-4
7.012, -0.20873, 0.3181, 0.00113, 8.86065E-5
7.0165, -0.20655, 0.3151, 9.27316E-4, 1.64198E-5
7.021, -0.20535, 0.31093, 0.00125, -1.21112E-4
7.0255, -0.20658, 0.30589, 8.52163E-4, -1.59391E-4
7.03, -0.21062, 0.30277, 7.64925E-4, -2.37962E-4
7.0345, -0.21653, 0.30205, 7.87548E-4, -2.42136E-4
7.039, -0.22178, 0.30472, 0.00108, -3.59691E-4
7.0435, -0.2253, 0.30998, 9.84441E-4, -4.21649E-4
7.048, -0.22376, 0.3162, 6.9041E-4, -6.70488E-4
7.0525, -0.2188, 0.32073, 5.26828E-4, -4.85277E-4
7.057, -0.2123, 0.32167, 5.07251E-4, -1.58923E-4
7.0615, -0.20717, 0.3191, 4.21446E-4, -2.72067E-4
7.066, -0.2051, 0.31452, 2.34731E-4, -9.69923E-5
7.0705, -0.20622, 0.31034, 5.50459E-4, -9.49073E-5
7.075, -0.2085, 0.30774, 2.36165E-4, -1.61367E-4
7.0795, -0.2116, 0.30773, 6.15916E-4, -2.16172E-4
7.084, -0.21465, 0.30824, 6.61583E-4, 2.61974E-5
7.0885, -0.2147, 0.30947, 7.11041E-4, -4.43783E-4
7.093, -0.2131, 0.31132, 4.68497E-4, -2.9474E-4
7.0975, -0.21165, 0.31274, 4.63152E-4, 2.51828E-4
7.102, -0.2096, 0.31239, 3.7106E-4, 1.3355E-5
7.1065, -0.20839, 0.31114, 5.3325E-4, 3.70859E-4
7.111, -0.20796, 0.31066, 0.0011, 1.62547E-4
7.1155, -0.20697, 0.31062, 0.00142, 3.88719E-4
7.12, -0.20558, 0.3103, 0.00167, -3.53602E-5
7.1245, -0.20334, 0.30757, 0.00171, -4.95226E-4
7.129, -0.20351, 0.3036, 1.44208E-4, 5.28647E-4
7.1335, -0.20544, 0.30081, 0.00185, -0.00163
7.138, -0.20781, 0.29586, 5.37692E-4, -0.00173
