# HFSS Simulation of Ring-Absorber with UCDim = 20 mm
# Rout = 5 mm, width = 0.1 mm on top of 2 mm FR4 with eps_r = 4.2(1+0.02i)
#"Freq [GHz]","mag(S(FloquetPort1:1,FloquetPort1:1)) [] - $phiscan='0deg' $thetascan='0deg' w1='0.1mm'","mag(S(FloquetPort1:1,FloquetPort1:1)) [] - $phiscan='0deg' $thetascan='5deg' w1='0.1mm'","mag(S(FloquetPort1:1,FloquetPort1:1)) [] - $phiscan='0deg' $thetascan='10deg' w1='0.1mm'","mag(S(FloquetPort1:1,FloquetPort1:1)) [] - $phiscan='0deg' $thetascan='15deg' w1='0.1mm'","mag(S(FloquetPort1:1,FloquetPort1:1)) [] - $phiscan='0deg' $thetascan='20deg' w1='0.1mm'","mag(S(FloquetPort1:1,FloquetPort1:1)) [] - $phiscan='0deg' $thetascan='25deg' w1='0.1mm'","mag(S(FloquetPort1:1,FloquetPort1:1)) [] - $phiscan='0deg' $thetascan='30deg' w1='0.1mm'","mag(S(FloquetPort1:1,FloquetPort1:1)) [] - $phiscan='0deg' $thetascan='35deg' w1='0.1mm'","mag(S(FloquetPort1:1,FloquetPort1:1)) [] - $phiscan='0deg' $thetascan='40deg' w1='0.1mm'","mag(S(FloquetPort1:1,FloquetPort1:1)) [] - $phiscan='0deg' $thetascan='45deg' w1='0.1mm'","mag(S(FloquetPort1:1,FloquetPort1:1)) [] - $phiscan='0deg' $thetascan='50deg' w1='0.1mm'","mag(S(FloquetPort1:1,FloquetPort1:1)) [] - $phiscan='0deg' $thetascan='55deg' w1='0.1mm'","-arg(S(FloquetPort1:1,FloquetPort1:1)*exp(4j*pi*Freq*(Lsim-lz)/c0)) [] - $phiscan='0deg' $thetascan='0deg' w1='0.1mm'","-arg(S(FloquetPort1:1,FloquetPort1:1)*exp(4j*pi*Freq*(Lsim-lz)/c0)) [] - $phiscan='0deg' $thetascan='5deg' w1='0.1mm'","-arg(S(FloquetPort1:1,FloquetPort1:1)*exp(4j*pi*Freq*(Lsim-lz)/c0)) [] - $phiscan='0deg' $thetascan='10deg' w1='0.1mm'","-arg(S(FloquetPort1:1,FloquetPort1:1)*exp(4j*pi*Freq*(Lsim-lz)/c0)) [] - $phiscan='0deg' $thetascan='15deg' w1='0.1mm'","-arg(S(FloquetPort1:1,FloquetPort1:1)*exp(4j*pi*Freq*(Lsim-lz)/c0)) [] - $phiscan='0deg' $thetascan='20deg' w1='0.1mm'","-arg(S(FloquetPort1:1,FloquetPort1:1)*exp(4j*pi*Freq*(Lsim-lz)/c0)) [] - $phiscan='0deg' $thetascan='25deg' w1='0.1mm'","-arg(S(FloquetPort1:1,FloquetPort1:1)*exp(4j*pi*Freq*(Lsim-lz)/c0)) [] - $phiscan='0deg' $thetascan='30deg' w1='0.1mm'","-arg(S(FloquetPort1:1,FloquetPort1:1)*exp(4j*pi*Freq*(Lsim-lz)/c0)) [] - $phiscan='0deg' $thetascan='35deg' w1='0.1mm'","-arg(S(FloquetPort1:1,FloquetPort1:1)*exp(4j*pi*Freq*(Lsim-lz)/c0)) [] - $phiscan='0deg' $thetascan='40deg' w1='0.1mm'","-arg(S(FloquetPort1:1,FloquetPort1:1)*exp(4j*pi*Freq*(Lsim-lz)/c0)) [] - $phiscan='0deg' $thetascan='45deg' w1='0.1mm'","-arg(S(FloquetPort1:1,FloquetPort1:1)*exp(4j*pi*Freq*(Lsim-lz)/c0)) [] - $phiscan='0deg' $thetascan='50deg' w1='0.1mm'","-arg(S(FloquetPort1:1,FloquetPort1:1)*exp(4j*pi*Freq*(Lsim-lz)/c0)) [] - $phiscan='0deg' $thetascan='55deg' w1='0.1mm'","mag(S(FloquetPort1:2,FloquetPort1:2)) [] - $phiscan='0deg' $thetascan='0deg' w1='0.1mm'","mag(S(FloquetPort1:2,FloquetPort1:2)) [] - $phiscan='0deg' $thetascan='5deg' w1='0.1mm'","mag(S(FloquetPort1:2,FloquetPort1:2)) [] - $phiscan='0deg' $thetascan='10deg' w1='0.1mm'","mag(S(FloquetPort1:2,FloquetPort1:2)) [] - $phiscan='0deg' $thetascan='15deg' w1='0.1mm'","mag(S(FloquetPort1:2,FloquetPort1:2)) [] - $phiscan='0deg' $thetascan='20deg' w1='0.1mm'","mag(S(FloquetPort1:2,FloquetPort1:2)) [] - $phiscan='0deg' $thetascan='25deg' w1='0.1mm'","mag(S(FloquetPort1:2,FloquetPort1:2)) [] - $phiscan='0deg' $thetascan='30deg' w1='0.1mm'","mag(S(FloquetPort1:2,FloquetPort1:2)) [] - $phiscan='0deg' $thetascan='35deg' w1='0.1mm'","mag(S(FloquetPort1:2,FloquetPort1:2)) [] - $phiscan='0deg' $thetascan='40deg' w1='0.1mm'","mag(S(FloquetPort1:2,FloquetPort1:2)) [] - $phiscan='0deg' $thetascan='45deg' w1='0.1mm'","mag(S(FloquetPort1:2,FloquetPort1:2)) [] - $phiscan='0deg' $thetascan='50deg' w1='0.1mm'","mag(S(FloquetPort1:2,FloquetPort1:2)) [] - $phiscan='0deg' $thetascan='55deg' w1='0.1mm'","-arg(S(FloquetPort1:2,FloquetPort1:2)*exp(4j*pi*Freq*(Lsim-lz)/c0)) [] - $phiscan='0deg' $thetascan='0deg' w1='0.1mm'","-arg(S(FloquetPort1:2,FloquetPort1:2)*exp(4j*pi*Freq*(Lsim-lz)/c0)) [] - $phiscan='0deg' $thetascan='5deg' w1='0.1mm'","-arg(S(FloquetPort1:2,FloquetPort1:2)*exp(4j*pi*Freq*(Lsim-lz)/c0)) [] - $phiscan='0deg' $thetascan='10deg' w1='0.1mm'","-arg(S(FloquetPort1:2,FloquetPort1:2)*exp(4j*pi*Freq*(Lsim-lz)/c0)) [] - $phiscan='0deg' $thetascan='15deg' w1='0.1mm'","-arg(S(FloquetPort1:2,FloquetPort1:2)*exp(4j*pi*Freq*(Lsim-lz)/c0)) [] - $phiscan='0deg' $thetascan='20deg' w1='0.1mm'","-arg(S(FloquetPort1:2,FloquetPort1:2)*exp(4j*pi*Freq*(Lsim-lz)/c0)) [] - $phiscan='0deg' $thetascan='25deg' w1='0.1mm'","-arg(S(FloquetPort1:2,FloquetPort1:2)*exp(4j*pi*Freq*(Lsim-lz)/c0)) [] - $phiscan='0deg' $thetascan='30deg' w1='0.1mm'","-arg(S(FloquetPort1:2,FloquetPort1:2)*exp(4j*pi*Freq*(Lsim-lz)/c0)) [] - $phiscan='0deg' $thetascan='35deg' w1='0.1mm'","-arg(S(FloquetPort1:2,FloquetPort1:2)*exp(4j*pi*Freq*(Lsim-lz)/c0)) [] - $phiscan='0deg' $thetascan='40deg' w1='0.1mm'","-arg(S(FloquetPort1:2,FloquetPort1:2)*exp(4j*pi*Freq*(Lsim-lz)/c0)) [] - $phiscan='0deg' $thetascan='45deg' w1='0.1mm'","-arg(S(FloquetPort1:2,FloquetPort1:2)*exp(4j*pi*Freq*(Lsim-lz)/c0)) [] - $phiscan='0deg' $thetascan='50deg' w1='0.1mm'","-arg(S(FloquetPort1:2,FloquetPort1:2)*exp(4j*pi*Freq*(Lsim-lz)/c0)) [] - $phiscan='0deg' $thetascan='55deg' w1='0.1mm'"
4.6,0.98983086603968,0.990130015286229,0.99096544079997,0.990054360751033,0.991061018810159,0.994955266522954,0.992816463600848,0.991910803128419,0.993161642367397,0.992388495601496,0.995969667293286,0.996428717441795,-2.62355768235231,-2.65454101409085,-2.74892730657499,-2.89074625390381,-3.10259329594443,2.88619564175377,2.59739995434946,2.23565154169954,1.81309400352407,1.34908731937707,0.832909470971617,0.292142007032583,0.990612338378305,0.990686925283346,0.990506921888706,0.99091017234835,0.991074836051523,0.993773164150706,0.991583861234578,0.989959757329407,0.99021222628231,0.989073745609995,0.990537399945944,0.988653058396979,-2.6287384254185,-2.65603767305923,-2.73656043630818,-2.8751294857354,-3.06426232645,2.95396874768295,2.70004729047275,2.37290262014177,1.99878800197824,1.59347282129336,1.1468413797444,0.699182048340131
4.7,0.986667504645865,0.987095513282346,0.9882814047725,0.986918545782482,0.988334323516895,0.993689067926494,0.99058914792023,0.989390101090719,0.99111148902892,0.990291614970146,0.994923413295756,0.995511637357685,-2.59253762622884,-2.62462203145381,-2.72258443028453,-2.86596533862561,-3.08434388598415,2.890647482168,2.60041105915118,2.23139342557855,1.79723057688071,1.32249675835436,0.790485721023359,0.237025982732535,0.987823974257568,0.987926282721506,0.987664822650597,0.988342397997866,0.988612220632603,0.992339369427975,0.988967301360461,0.987344871334935,0.987820916572739,0.986154728640927,0.988562203296715,0.986184440329664,-2.59936478133269,-2.62727374986082,-2.70920769740959,-2.85220365126653,-3.04595878883879,2.96113063765489,2.70722900456235,2.3731768967641,1.98975486654637,1.57567625322987,1.11726093615645,0.662304179828582
4.8,0.982036136263411,0.98263521542949,0.984353879406244,0.982292480982188,0.984356267508549,0.991956588542188,0.987336588883215,0.985676726511165,0.988130151690743,0.987677267860424,0.993470134930526,0.994237222048507,-2.55537435724647,-2.58875093671456,-2.69094223711617,-2.83507413453283,-3.06075969564513,2.89760759713075,2.60784701877556,2.23199859778076,1.78530955253149,1.29906528865161,0.750121548197414,0.183695001788266,0.983813726055409,0.983917649109283,0.983491702911679,0.984689972028702,0.985117037941572,0.990389672941768,0.98519860716845,0.983643200497844,0.984475361835432,0.982109242527088,0.985858305377457,0.982732221131948,-2.56459639861042,-2.59311361852824,-2.67623352107411,-2.82437988760279,-3.0229259716837,2.97111341908026,2.71907983332258,2.37831471177624,1.98509479675915,1.56228744966566,1.09133479981918,0.630038382381468
4.9,0.974937014230923,0.975783940439378,0.978373023523612,0.975134302789608,0.978284231663262,0.989513497088169,0.982385003200877,0.979933912642629,0.98359468472451,0.983923659463189,0.991379077149244,0.99240593932648,-2.50928205638641,-2.54427000509332,-2.65174671354325,-2.79523673255179,-3.02945631819997,2.90795082618816,2.62162116443443,2.23972457573457,1.77907390419775,1.28002600917484,0.712593003075293,0.132806280203129,0.977801926499548,0.977856732203654,0.977099139828758,0.979290519187401,0.979961621541715,0.987654150530357,0.979609066718963,0.978192488746153,0.979620412406412,0.976322854415201,0.982025692977475,0.977706894154027,-2.52213538195338,-2.55126147502675,-2.63518930243303,-2.78966007351579,-2.99324466287594,2.9848990948229,2.73746072418777,2.39030794196917,1.98652092785257,1.55503807088402,1.07042374190437,0.604248199552604
5,0.963399958915798,0.964658537905363,0.968803505821003,0.963359202168574,0.968466051182133,0.985938021623444,0.974431743976112,0.970476577466031,0.976284321328727,0.977972264556235,0.988235041824707,0.989662878374451,-2.44953697399811,-2.48670869477758,-2.60128755327542,-2.74159160760416,-2.98641274463112,2.92301299879405,2.64491523531522,2.25844769681703,1.78145217990807,1.26754155877549,0.679122020784349,0.0853864466390495,0.96830579407728,0.968217460309466,0.966779407675966,0.970913982170553,0.971982909586288,0.983667947362771,0.97098086016905,0.969761489535277,0.972248872684395,0.967692986773669,0.976356784752827,0.970020912861506,-2.46819142869578,-2.49793530151519,-2.58200465867822,-2.74480809204965,-2.95381176183687,3.00398545910308,2.76537293702046,2.41238947899409,1.99676339633043,1.55668615285641,1.05665541996429,0.587943419089466
5.025,0.959409111334399,0.960817875389589,0.965538980522128,0.959250655387746,0.965080882740384,0.984788416275767,0.971705357548929,0.967170753396264,0.973767713620607,0.975938967199184,0.987203951868313,0.988766449203719,-2.43159171036369,-2.46945182609395,-2.5862430332688,-2.72511260828071,-2.97307540463733,2.92774136829599,2.65280595881994,2.26557403295771,1.78393155002319,1.26583841412512,0.67160039943403,0.0742504794846778,0.965085987073567,0.964938915319042,0.963235428728101,0.968109858089328,0.969315995086156,0.982389354552752,0.968109873446412,0.966942660699197,0.969816253248307,0.964877758345387,0.974517570969364,0.967468320851615,-2.45222575720658,-2.48212784015097,-2.56607027096872,-2.73143630486631,-2.9418786158205,3.00983786548626,2.77437215413549,2.42006243211268,2.00118030487257,1.55897165178122,1.05469626362301,0.585883748292519
5.05,0.95479780109199,0.95638623565729,0.961795255437671,0.9544829643009,0.961175138763491,0.983505751923389,0.968569264575778,0.963329644335747,0.970865487415837,0.973604903728539,0.986042320049182,0.987758447444303,-2.41210157969952,-2.45072980316841,-2.56997154619731,-2.70704875451909,-2.95841937956958,2.93293597531927,2.66174614789916,2.27396503649079,1.78737360784644,1.26485194046541,0.664495416743818,0.0634669486638778,0.961401592012098,0.961183312397298,0.959157746206272,0.964920954166981,0.966285168365297,0.980964212567078,0.964855799142755,0.963738220012665,0.967068166242569,0.961713488679191,0.972455865360552,0.964574952177302,-2.43500671057229,-2.46506974477969,-2.54879614919052,-2.71698451937521,-2.92890841239195,3.01621337274598,2.78437922971219,2.42881355125623,2.00651759743122,1.56218592813648,1.05346466652833,0.584831478707251
5.075,0.949438145663872,0.951244055140332,0.957480640932533,0.948915719660736,0.95664223330484,0.982069541004017,0.964941800654646,0.958836993230206,0.967498325513397,0.970912392403418,0.984727900278157,0.986620301227479,-2.39083909054667,-2.43033141063615,-2.5523061545078,-2.68715993668591,-2.94225313368949,2.93864758120785,2.67188244589693,2.28381332237741,1.79191692821051,1.26467955430027,0.657856976750165,0.0530770392130505,0.957163710004975,0.95685953275788,0.954441404404561,0.961277314385831,0.962824529211613,0.979370106388794,0.961151396114431,0.960077837048568,0.963950082863092,0.95814154261641,0.970135392948466,0.961279636343503,-2.41636287139535,-2.44659060586627,-2.52999502226824,-2.70131243647252,-2.91476703643738,3.02316875473902,2.79552305612216,2.43878379161594,2.0128894575284,1.56644404272985,1.05304595998855,0.584916697787967
5.1,0.943169334498036,0.945241588835256,0.952481518915294,0.942371076571995,0.951348128033979,0.980455299215058,0.960720747818774,0.953544566580058,0.963566170741651,0.967790019431887,0.983233606325065,0.985329489493602,-2.36753195372581,-2.40800475269902,-2.53304947815094,-2.66515748344021,-2.92434779299836,2.94493448589944,2.68338901550238,2.29535078155578,1.79772694274759,1.26543609654049,0.651743146493843,0.0431285194129564,0.952262131623028,0.951854696672454,0.948955701678291,0.957093028607336,0.958853183427701,0.977580289637665,0.956914417538144,0.95587505030333,0.960395600619617,0.954090717282405,0.967512390790274,0.957507349712557,-2.39609131265084,-2.42648886701727,-2.50944460084052,-2.68425521437731,-2.89929697771867,3.03076918799058,2.80795481137993,2.45013895449157,2.02042921471159,1.57188026199237,1.05353908148345,0.586292255193861
5.125,0.935787536483445,0.938189834241363,0.946656055009731,0.934621853446099,0.945122824904237,0.97863359299427,0.955777070589654,0.947261496410222,0.958941606583052,0.964148523696642,0.981526215673591,0.983858506555387,-2.34185218786618,-2.3834475878694,-2.51196681448613,-2.64069208708583,-2.90442812055028,2.95186394880227,2.69647393685491,2.30885842735918,1.80500240335359,1.26725769948312,0.646221851510595,0.0336770766842098,0.946559215096184,0.946027939805434,0.94253664309734,0.952261858163823,0.954271131456525,0.975562664172978,0.952043554205259,0.951022810595991,0.956323318033421,0.949473982276103,0.964533727479435,0.953165418478386,-2.37395038056748,-2.4045247535115,-2.4868794842817,-2.6656181019353,-2.88231221937892,3.03908983007701,2.82185277341496,2.46307516886468,2.02929337698047,1.57865207311899,1.05505932115403,0.589138780665848
5.15,0.927032298736801,0.929848354232312,0.939825838714442,0.925375334420293,0.937748813803907,0.976568817211629,0.949946422602608,0.939739483568896,0.953460744942081,0.959875239465164,0.979564657589217,0.982173501112561,-2.31340215988467,-2.35629501305422,-2.48877744811899,-2.6133382967949,-2.88216095883384,2.95951393435786,2.71138732748982,2.32467903732897,1.81398364568114,1.27030665156272,0.64137299735652,0.0247879811890056,0.93988174084611,0.939202145475642,0.934976864988851,0.946651472113359,0.948953846412459,0.973278474676839,0.946413101576641,0.945387595372088,0.951632748791578,0.944184234460014,0.961134465565483,0.948138505109503,-2.34965053157241,-2.38041132171567,-2.46198090216426,-2.64516968184574,-2.86359179987848,3.04821775759514,2.83742836488436,2.47782580766948,2.0396666770182,1.58694519698897,1.05774173814576,0.593671027066929
5.175,0.916568142159993,0.919908868690015,0.931764704401369,0.914251128986368,0.928945275458467,0.97421761423333,0.943017531259081,0.930652071971667,0.946910549442355,0.954826513800105,0.977297729004293,0.980232469557528,-2.28169663777813,-2.32610372349875,-2.46314363449552,-2.58257457279582,-2.85714037901897,2.96797526908027,2.72843167339742,2.3432333682267,1.82496317639373,1.27477752612091,0.63729114139993,0.0165381703621377,0.932010008237345,0.931152899005351,0.926012116207539,0.94009580298691,0.942745073585473,0.970680625971385,0.939865901027728,0.938801582417501,0.946198942033398,0.938088732496201,0.957234677388287,0.942281938115482,-2.32284264021436,-2.35380308097635,-2.43436366946482,-2.62263331865784,-2.8428716592404,3.05825435967872,2.85493378150286,2.49467026221262,2.05176842306706,1.59697987981104,1.06174543700953,0.600145940010375
5.2,0.903959621499674,0.907973100101765,0.922183714595695,0.900750867270055,0.918346360020633,0.971526812156384,0.934716186214705,0.919565400158497,0.939011018263279,0.948817252695453,0.974661014094288,0.977982832252801,-2.24613967766004,-2.2923318722887,-2.4346566015666,-2.54775766458462,-2.82886857420513,2.97735432308805,2.74797497538564,2.36504082292364,1.83829922386403,1.28090489469178,0.634088879179105,0.00901887689833005,0.92266317037629,0.921593665603867,0.915303058620531,0.932384848354552,0.935447205616845,0.96771149693375,0.932203937356103,0.931052178142898,0.939865350152757,0.931021754202401,0.952735252798343,0.935412772853226,-2.29310301642173,-2.32428148112487,-2.40355957208107,-2.59767628222732,-2.81983425950638,3.06931831207794,2.87467166237333,2.51394513008163,2.06586053558269,1.60901882888147,1.06725895502068,0.608872988390073
5.225,0.888637626315807,0.893522913201641,0.910710938069551,0.884216868269962,0.905471228450531,0.96843071262914,0.924683019114441,0.905896724048669,0.929389904602896,0.941606361893196,0.971572682503043,0.975358145582856,-2.20599488050279,-2.25431333493738,-2.40281875513839,-2.50808988855374,-2.79673132596306,2.98777636395724,2.77046741537217,2.39074537489296,1.85443296975466,1.28897298277995,0.631901162841159,0.00233896138073148,0.911479452449778,0.910155854321653,0.902410753049861,0.92325099922896,0.926808344654621,0.964300077146228,0.923175745909039,0.921867933671768,0.932434312712701,0.922774853967169,0.947512335670065,0.927297731654554,-2.25991414624987,-2.2913363674819,-2.3689962215709,-2.56989585838485,-2.7940953132636,3.08154929549577,2.89700739396045,2.53605854165014,2.08225776881088,1.62337726649242,1.07450709270557,0.620227467646664
5.25,0.869854305205057,0.875880387963439,0.896864242202808,0.863776440326496,0.889682781337546,0.964847490817501,0.912442527131374,0.888855585769008,0.917546570480341,0.932876277591355,0.967927689028767,0.972273588661633,-2.16034727346686,-2.21122499291687,-2.36702111581932,-2.46257786777194,-2.75996673223583,2.99938977694282,2.79646226614486,2.42114698477931,1.87391010445641,1.2993276010378,0.630890838887199,-0.00337083895828918,0.89798947762318,0.896362032114193,0.886763773616975,0.912350657946962,0.916504839644035,0.960358184738475,0.912459480144863,0.910899538488754,0.923654289968349,0.913083876354735,0.941409882686879,0.917636844152649,-2.22263990005766,-2.25434228977133,-2.32997025746683,-2.53880156042803,-2.76518675771378,3.09511267346379,2.9223848014604,2.56150856321487,2.10134076854911,1.64043571315013,1.08375962913332,0.634667722472224
5.275,0.846624127987201,0.854155416883611,0.880014918489616,0.83826881842245,0.870131277991932,0.960674372144923,0.897359858081802,0.867361044018492,0.902800067110593,0.922203955555354,0.963589665559556,0.968619690448745,-2.10805485979057,-2.1620455666077,-2.3265149084684,-2.40998171772312,-2.71762598244714,3.01237140679984,2.82664154366947,2.45723690154009,1.89740683791757,1.31239048789981,0.631255781169039,-0.00795247020281339,0.881580500094862,0.879590171762384,0.867614605583816,0.899239522926864,0.904117678543408,0.955775427316108,0.89964011065923,0.897694159408198,0.913202668106325,0.901611597692724,0.934229635782564,0.906041176197575,-2.18049364677117,-2.21252833822651,-2.28561370249626,-2.50379231859981,-2.73253487472567,3.11020541384109,2.95134616616124,2.59090687050227,2.12357280881147,1.66065627873992,1.09534250960822,0.652757541289269
5.3,0.817650317675635,0.82717949170882,0.859339806370884,0.80615455917751,0.845678924504734,0.955781108127138,0.878580871853757,0.839927941930658,0.884214655160071,0.909019532182683,0.958379438467161,0.964253496824887,-2.047687768371,-2.10550466111861,-2.28037627026076,-2.34875490912961,-2.6685256724097,3.02693335676413,2.86184606119018,2.50023032106948,1.92575885837599,1.32867557691132,0.633238101356999,-0.0112135793361567,0.861449135848641,0.859026689288551,0.843983264497288,0.88333952078554,0.889100653025735,0.950412429458406,0.884178800438356,0.881660945166756,0.900662567210179,0.887924527212227,0.925717517224601,0.892002503553091,-2.13249739847224,-2.16494002317156,-2.23485241649768,-2.4641272621143,-2.69543219132219,3.12706362944795,2.98455769207484,2.62500917179611,2.14952128155588,1.68460343364834,1.10965228698533,0.675195362403327
5.325,0.781241550341023,0.793428282023377,0.833760269203444,0.765416194815595,0.814803475571883,0.950001065755047,0.854950445172222,0.804518940949728,0.86049424532265,0.892547385508794,0.952058548796566,0.958985963505253,-1.97745255281317,-2.04002100447372,-2.22746341252791,-2.27697730865679,-2.61119317517047,3.04333168391417,2.90310725772823,2.55157767990531,1.95998730520758,1.34880506539961,0.637136029323406,-0.0129185592114539,0.836540756246247,0.833606740593533,0.814587958533936,0.86389513736841,0.870737827819232,0.944091651413278,0.865372150937289,0.862025227672952,0.885491644682695,0.871462054476509,0.915545069063043,0.874852232174795,-2.07742980411758,-2.11039168260652,-2.17635610387791,-2.41888844848264,-2.65300153392522,-3.1372130734302,3.02284167497188,2.6647541421066,2.17988527477884,1.71297043359735,1.12717485018352,0.702852406117797
5.35,0.73523817964706,0.750945967212717,0.801869268152589,0.713481369545061,0.775486496149756,0.943118940506337,0.824905425038624,0.758375187367564,0.829837647268894,0.871722793238084,0.944305284048049,0.952563712457509,-1.89509624971251,-1.96362837511889,-2.16636645428578,-2.19228528898204,-2.5438110290486,3.06187755943632,2.95167261632918,2.61290658937258,2.00130460628607,1.37351914466045,0.64331912375181,-0.0127771391391785,0.805476393057551,0.801943146132295,0.77776832337774,0.839917307480568,0.848087911741952,0.936584838365677,0.842299083689622,0.83776931341656,0.866980530905658,0.851495940958867,0.903284047603729,0.853706560289254,-2.01376037605418,-2.04740795551186,-2.10848013779461,-2.3669336715189,-2.60415041393177,-3.11590794399459,3.06721659814456,2.71131286412696,2.21553083518092,1.74661274339548,1.14850979309782,0.736822409837786
5.375,0.676998314804877,0.69730735122584,0.761855700687261,0.647246909488827,0.725112607184391,0.934853658365865,0.786345934917434,0.697885295859871,0.7897550250364,0.845076996686481,0.934679375334331,0.94464226966993,-1.79776916991354,-1.8738812799588,-2.09535135501382,-2.09179097452257,-2.46417395576871,3.0829516127823,3.00900371350227,2.68577641543402,2.0510552276455,1.40366363732758,0.652247368602648,-0.0104301005722216,0.766475610747816,0.762253179207626,0.731420571533932,0.810115163698827,0.819914564661291,0.927595733728262,0.813754451819395,0.807559948321804,0.844198624543684,0.827078531564502,0.888371661195703,0.827395554825887,-1.93956582638623,-1.9741522638266,-2.0291991051608,-2.30683722831466,-2.54751383168819,-3.09178289511024,3.1189460496799,2.76615100397229,2.25753572079571,1.78658988911898,1.17440216266655,0.778486342284375
5.4,0.603550982309236,0.629697749227753,0.711453265070446,0.563362657468759,0.660452580683539,0.924834389136861,0.736510546919885,0.618661776920842,0.736878047439937,0.81058793438427,0.922569429676753,0.934746304326805,-1.68175624806042,-1.76769844745319,-2.01229859244133,-1.97190001547959,-2.36967897566682,3.10702232723373,3.07669744371893,2.77095290666712,2.11047716708957,1.44011682601396,0.66449409190693,-0.00543209224137293,0.717301640074297,0.712310366514884,0.67299263753295,0.772822151230499,0.78460654714542,0.916736123309569,0.778172924230311,0.769669104884957,0.815926402594607,0.796979951829518,0.870063317855959,0.794377254822136,-1.85241758783452,-1.88833529433771,-1.93602297221022,-2.23681562031673,-2.48138333193038,-3.0643165550462,-3.10358858555525,2.83110680450661,2.30724558533957,1.83421715988881,1.20578375329783,0.829596663736539
5.425,0.512103777535529,0.545257422229284,0.647976641802642,0.459022863717882,0.577888340508741,0.9125666862703,0.671933236270938,0.516192227700082,0.666886184309613,0.765513271622655,0.907114090119938,0.922209936749303,-1.54169716297648,-1.64095381019039,-1.91462317275569,-1.82751931471077,-2.25734604264877,3.13466943143974,-3.12696759680759,2.8664038783231,2.17999127967245,1.48356113223972,0.680770632073059,0.00276719326599213,0.655291226415813,0.649483696991336,0.599637652682707,0.725937735740108,0.740104090287715,0.90349251809918,0.733557970243826,0.721910618096977,0.780578143139417,0.759619950458832,0.847369504779979,0.752648012406579,-1.74920079088793,-1.7870719797034,-1.82583802039806,-2.15463061928711,-2.40361791504662,-3.03286287429633,-3.03207948894581,2.9084926136401,2.36634390086458,1.89112887291746,1.24382653256561,0.892389142045939
5.45,0.401157373152457,0.441900032188452,0.568564608456041,0.333504883315261,0.474143594962244,0.897384557412435,0.588662458113967,0.387651461035949,0.57487676539683,0.706281002551691,0.887083830564962,0.906086623232059,-1.36762205700571,-1.48698295515025,-1.79908850251485,-1.6479089392763,-2.12366788662748,-3.11657225010457,-3.03500860746546,2.96113315451729,2.2572147812998,1.53386590559247,0.701945022639381,0.0148386248761995,0.577592903690727,0.570983861850488,0.508689131066597,0.666936167739257,0.683875097539235,0.887179852711176,0.677455237987478,0.66164828610299,0.736130984260822,0.713012714175042,0.818974572111527,0.699684567526972,-1.62570975809843,-1.66655228263309,-1.69439909616957,-2.05744198502882,-2.31152008545641,-2.99661702402642,-2.94732078568921,3.00124915353411,2.4369403652469,1.95935769037166,1.29001114907155,0.969743378953029
5.475,0.272552066063478,0.31981913179809,0.470809261576601,0.190651567154347,0.347784810661103,0.87838284790841,0.483064044795416,0.235609100687011,0.456872817440887,0.62866151812969,0.860706453164907,0.885013701086926,-1.13080401217827,-1.28992304860392,-1.66109546967703,-1.38851933430953,-1.96291657171286,-3.07943673705364,-2.93270674200103,3.00691799022159,2.33106379451702,1.58847351127726,0.729031823293198,0.0315716425656556,0.48181423957245,0.47450121900051,0.398654860582602,0.593046272026095,0.613035471661762,0.866877670955165,0.607054834776793,0.585989104576139,0.680102350430726,0.654768856893999,0.783140181226828,0.632503472724825,-1.47539942797976,-1.52096520088675,-1.53422578907236,-1.94150063602315,-2.20160531066324,-2.95457268753618,-2.84632475772411,3.11327146435597,2.52169512365937,2.04144889203567,1.34621407586018,1.0654657678963
5.5,0.137085803826229,0.184325849326926,0.353946653863773,0.0537600355174347,0.201437085336692,0.854323215482704,0.353581579739245,0.0829738938133516,0.313771098290725,0.528768180050048,0.825421645174803,0.857013842974491,-0.679522065383872,-0.983828738742906,-1.4914341867318,-0.455357847895748,-1.75327209939717,-3.03600090056053,-2.83044545959958,2.57967344356842,2.35958764064574,1.63803486262436,0.763090062664971,0.0538153908013409,0.367336982536186,0.359448309906635,0.270889755002658,0.501775527123147,0.524781876616729,0.841344071749115,0.51957217061558,0.492352087229825,0.609666213090918,0.582243705164991,0.737610276939715,0.54800907607611,-1.28455696836694,-1.33814691704605,-1.32410448559926,-1.80124797837005,-2.06896421685503,-2.90547062078062,-2.72509765952994,-3.03279100946067,2.62405089311451,2.14069031996612,1.41481987731428,1.18498044984891
5.525,0.0825455238220727,0.0681763164499871,0.220755105242869,0.136355352793393,0.0475119985685683,0.823507931569283,0.203682076681772,0.137507258161626,0.163876168338482,0.406091651794709,0.777578846323582,0.819224751065592,0.956040724422456,0.0513360323656257,-1.25777678492258,1.49505915673302,-1.13949141135482,-2.98491172113675,-2.77444007741185,0.942760845805172,2.13428154896166,1.65317347252887,0.804858412406556,0.0822580495277988,0.237830495285587,0.229182501643737,0.133273385447879,0.392004785676711,0.417370783274742,0.808905085498564,0.413108603112319,0.379660857729448,0.522069562036256,0.492980545850903,0.679567467962577,0.443910036202676,-1.00827717966523,-1.07694835134768,-0.946909439017546,-1.62597102218444,-1.90491871373027,-2.84774137078608,-2.57701084743454,-2.85899151542635,2.74887050374132,2.26179215531212,1.49888037019206,1.3376183345469
