# HFSS Simulation of Ring-Absorber with UCDim = 20 mm
# Rout = 5 mm, width = 0.1 mm on top of 2 mm FR4 with eps_r = 4.2(1+0.02i)
#"Freq [GHz]","mag(S(FloquetPort1:1,FloquetPort1:1)) [] - $phiscan='0deg' $thetascan='0deg' w1='0.1mm'","mag(S(FloquetPort1:1,FloquetPort1:1)) [] - $phiscan='0deg' $thetascan='5deg' w1='0.1mm'","mag(S(FloquetPort1:1,FloquetPort1:1)) [] - $phiscan='0deg' $thetascan='10deg' w1='0.1mm'","mag(S(FloquetPort1:1,FloquetPort1:1)) [] - $phiscan='0deg' $thetascan='15deg' w1='0.1mm'","mag(S(FloquetPort1:1,FloquetPort1:1)) [] - $phiscan='0deg' $thetascan='20deg' w1='0.1mm'","mag(S(FloquetPort1:1,FloquetPort1:1)) [] - $phiscan='0deg' $thetascan='25deg' w1='0.1mm'","mag(S(FloquetPort1:1,FloquetPort1:1)) [] - $phiscan='0deg' $thetascan='30deg' w1='0.1mm'","mag(S(FloquetPort1:1,FloquetPort1:1)) [] - $phiscan='0deg' $thetascan='35deg' w1='0.1mm'","mag(S(FloquetPort1:1,FloquetPort1:1)) [] - $phiscan='0deg' $thetascan='40deg' w1='0.1mm'","mag(S(FloquetPort1:1,FloquetPort1:1)) [] - $phiscan='0deg' $thetascan='45deg' w1='0.1mm'","mag(S(FloquetPort1:1,FloquetPort1:1)) [] - $phiscan='0deg' $thetascan='50deg' w1='0.1mm'","mag(S(FloquetPort1:1,FloquetPort1:1)) [] - $phiscan='0deg' $thetascan='55deg' w1='0.1mm'","-arg(S(FloquetPort1:1,FloquetPort1:1)*exp(4j*pi*Freq*(Lsim-lz)/c0)) [] - $phiscan='0deg' $thetascan='0deg' w1='0.1mm'","-arg(S(FloquetPort1:1,FloquetPort1:1)*exp(4j*pi*Freq*(Lsim-lz)/c0)) [] - $phiscan='0deg' $thetascan='5deg' w1='0.1mm'","-arg(S(FloquetPort1:1,FloquetPort1:1)*exp(4j*pi*Freq*(Lsim-lz)/c0)) [] - $phiscan='0deg' $thetascan='10deg' w1='0.1mm'","-arg(S(FloquetPort1:1,FloquetPort1:1)*exp(4j*pi*Freq*(Lsim-lz)/c0)) [] - $phiscan='0deg' $thetascan='15deg' w1='0.1mm'","-arg(S(FloquetPort1:1,FloquetPort1:1)*exp(4j*pi*Freq*(Lsim-lz)/c0)) [] - $phiscan='0deg' $thetascan='20deg' w1='0.1mm'","-arg(S(FloquetPort1:1,FloquetPort1:1)*exp(4j*pi*Freq*(Lsim-lz)/c0)) [] - $phiscan='0deg' $thetascan='25deg' w1='0.1mm'","-arg(S(FloquetPort1:1,FloquetPort1:1)*exp(4j*pi*Freq*(Lsim-lz)/c0)) [] - $phiscan='0deg' $thetascan='30deg' w1='0.1mm'","-arg(S(FloquetPort1:1,FloquetPort1:1)*exp(4j*pi*Freq*(Lsim-lz)/c0)) [] - $phiscan='0deg' $thetascan='35deg' w1='0.1mm'","-arg(S(FloquetPort1:1,FloquetPort1:1)*exp(4j*pi*Freq*(Lsim-lz)/c0)) [] - $phiscan='0deg' $thetascan='40deg' w1='0.1mm'","-arg(S(FloquetPort1:1,FloquetPort1:1)*exp(4j*pi*Freq*(Lsim-lz)/c0)) [] - $phiscan='0deg' $thetascan='45deg' w1='0.1mm'","-arg(S(FloquetPort1:1,FloquetPort1:1)*exp(4j*pi*Freq*(Lsim-lz)/c0)) [] - $phiscan='0deg' $thetascan='50deg' w1='0.1mm'","-arg(S(FloquetPort1:1,FloquetPort1:1)*exp(4j*pi*Freq*(Lsim-lz)/c0)) [] - $phiscan='0deg' $thetascan='55deg' w1='0.1mm'","mag(S(FloquetPort1:2,FloquetPort1:2)) [] - $phiscan='0deg' $thetascan='0deg' w1='0.1mm'","mag(S(FloquetPort1:2,FloquetPort1:2)) [] - $phiscan='0deg' $thetascan='5deg' w1='0.1mm'","mag(S(FloquetPort1:2,FloquetPort1:2)) [] - $phiscan='0deg' $thetascan='10deg' w1='0.1mm'","mag(S(FloquetPort1:2,FloquetPort1:2)) [] - $phiscan='0deg' $thetascan='15deg' w1='0.1mm'","mag(S(FloquetPort1:2,FloquetPort1:2)) [] - $phiscan='0deg' $thetascan='20deg' w1='0.1mm'","mag(S(FloquetPort1:2,FloquetPort1:2)) [] - $phiscan='0deg' $thetascan='25deg' w1='0.1mm'","mag(S(FloquetPort1:2,FloquetPort1:2)) [] - $phiscan='0deg' $thetascan='30deg' w1='0.1mm'","mag(S(FloquetPort1:2,FloquetPort1:2)) [] - $phiscan='0deg' $thetascan='35deg' w1='0.1mm'","mag(S(FloquetPort1:2,FloquetPort1:2)) [] - $phiscan='0deg' $thetascan='40deg' w1='0.1mm'","mag(S(FloquetPort1:2,FloquetPort1:2)) [] - $phiscan='0deg' $thetascan='45deg' w1='0.1mm'","mag(S(FloquetPort1:2,FloquetPort1:2)) [] - $phiscan='0deg' $thetascan='50deg' w1='0.1mm'","mag(S(FloquetPort1:2,FloquetPort1:2)) [] - $phiscan='0deg' $thetascan='55deg' w1='0.1mm'","-arg(S(FloquetPort1:2,FloquetPort1:2)*exp(4j*pi*Freq*(Lsim-lz)/c0)) [] - $phiscan='0deg' $thetascan='0deg' w1='0.1mm'","-arg(S(FloquetPort1:2,FloquetPort1:2)*exp(4j*pi*Freq*(Lsim-lz)/c0)) [] - $phiscan='0deg' $thetascan='5deg' w1='0.1mm'","-arg(S(FloquetPort1:2,FloquetPort1:2)*exp(4j*pi*Freq*(Lsim-lz)/c0)) [] - $phiscan='0deg' $thetascan='10deg' w1='0.1mm'","-arg(S(FloquetPort1:2,FloquetPort1:2)*exp(4j*pi*Freq*(Lsim-lz)/c0)) [] - $phiscan='0deg' $thetascan='15deg' w1='0.1mm'","-arg(S(FloquetPort1:2,FloquetPort1:2)*exp(4j*pi*Freq*(Lsim-lz)/c0)) [] - $phiscan='0deg' $thetascan='20deg' w1='0.1mm'","-arg(S(FloquetPort1:2,FloquetPort1:2)*exp(4j*pi*Freq*(Lsim-lz)/c0)) [] - $phiscan='0deg' $thetascan='25deg' w1='0.1mm'","-arg(S(FloquetPort1:2,FloquetPort1:2)*exp(4j*pi*Freq*(Lsim-lz)/c0)) [] - $phiscan='0deg' $thetascan='30deg' w1='0.1mm'","-arg(S(FloquetPort1:2,FloquetPort1:2)*exp(4j*pi*Freq*(Lsim-lz)/c0)) [] - $phiscan='0deg' $thetascan='35deg' w1='0.1mm'","-arg(S(FloquetPort1:2,FloquetPort1:2)*exp(4j*pi*Freq*(Lsim-lz)/c0)) [] - $phiscan='0deg' $thetascan='40deg' w1='0.1mm'","-arg(S(FloquetPort1:2,FloquetPort1:2)*exp(4j*pi*Freq*(Lsim-lz)/c0)) [] - $phiscan='0deg' $thetascan='45deg' w1='0.1mm'","-arg(S(FloquetPort1:2,FloquetPort1:2)*exp(4j*pi*Freq*(Lsim-lz)/c0)) [] - $phiscan='0deg' $thetascan='50deg' w1='0.1mm'","-arg(S(FloquetPort1:2,FloquetPort1:2)*exp(4j*pi*Freq*(Lsim-lz)/c0)) [] - $phiscan='0deg' $thetascan='55deg' w1='0.1mm'"
2,0.999834002028546,0.99982665582985,0.999836210146434,0.999833988611949,0.999840469574735,0.999862442347509,0.99985501311233,0.999858117998894,0.999869846254117,0.999961314584748,0.999897395361646,0.999904215017669,-2.96934105797002,-2.98212175001799,-3.02042233037652,-3.08378494641625,3.11120421430843,2.99842968025284,2.8637174404484,2.70641903088917,2.52797818750102,2.33001134273104,2.11382981399403,1.88147963808122,0.999836006418206,0.99981994595829,0.999806794849142,0.999770115261258,0.999723747475102,0.999680189532294,0.999585122822791,0.999479571040331,0.999362136773515,0.999251014505561,0.999046690085594,0.998815537315001,-2.96938410771521,-2.98117548116056,-3.01643697349863,-3.07482337231484,3.12736172501833,3.02400771161832,2.90125957463321,2.75863608503703,2.59807212551232,2.4218596892183,2.23220757249815,2.03311704597087
2.1,0.999807460361602,0.999806576549741,0.99981198600377,0.999812344950158,0.999819927811098,0.999846407029977,0.99983582652606,0.999839724990245,0.999852773976882,0.999882746153235,0.999884888769745,0.999895428348629,-2.96017969637574,-2.97360490574018,-3.01383884240478,-3.08036646666358,3.11018450806923,2.99166449611993,2.85026788361609,2.68509229239283,2.49768545812038,2.28976612990336,2.06272668332033,1.81872956262174,0.99980931839981,0.999800331578268,0.999781108150609,0.999745026190853,0.99969656360082,0.999652064449194,0.999547789790261,0.999438097761248,0.999314194180831,0.999167403292161,0.998981792467644,0.998737917412219,-2.96023166656523,-2.97261406682898,-3.00964348122104,-3.07094763845218,3.12717774231137,3.01856721598274,2.88976215370925,2.74002446223075,2.57142072310472,2.38639499221137,2.18722513815829,1.97820410995408
2.2,0.999777757636362,0.999784343430057,0.999784468181795,0.99978762092609,0.999796510569784,0.999828203041292,0.999813646458831,0.999818732408816,0.999833424717366,0.99979632691172,0.999870765371798,0.999885256571812,-2.95092182239892,-2.96499331343272,-3.00716586260688,-3.07685516305274,3.10925237645055,2.98496670194259,2.83689580436063,2.66384136674617,2.46746064228334,2.24957926131234,2.01167263712791,1.75602338833528,0.999779543866029,0.999778913223713,0.999751807809632,0.99971683366535,0.999666374822061,0.999621729968944,0.999505543383697,0.999393309951955,0.99926303719093,0.999078839040569,0.998913841299072,0.99865694719665,-2.95098422038795,-2.96395842166683,-3.00275795313196,-3.066978088749,3.12708579737391,3.0132021446697,2.87835443881779,2.72150652108902,2.54486083635814,2.35102149277723,2.14232727060521,1.92338071597457
2.3,0.999744694800733,0.999759238156063,0.999754003528752,0.999759348808118,0.999769783333148,0.999807518591847,0.999788099485154,0.999794754900116,0.999811485243798,0.999705674768747,0.99985480555562,0.999873327411973,-2.94155811880731,-2.95627738838788,-3.00039402411669,-3.07324212278718,3.10841613682492,2.97834229152703,2.82360845368489,2.64267348155901,2.43731017954581,2.20945718866751,1.96067212652623,1.69336496136875,0.999746534782633,0.999754898052433,0.999719015289873,0.999685068400549,0.999632708213249,0.999588917974067,0.99945794459655,0.999344718338071,0.999208207932792,0.998986690756064,0.998842485882997,0.998572172232532,-2.9416326805064,-2.9551993476056,-2.99577102959735,-3.0629059067268,3.12709449529019,3.00791926362127,2.86704474026519,2.70309105852253,2.51840104371241,2.3157478501838,2.09752181895437,1.86865526522519
2.4,0.999707966705959,0.999730349554849,0.999720778631069,0.999726980109939,0.999739235617957,0.999784005216173,0.999758801034653,0.999767344093377,0.999786579835421,0.999614838160672,0.999836753462047,0.999859237031713,-2.93207824705206,-2.94744642578155,-2.99351245252219,-3.06951744809751,3.10768500708582,2.97179784116138,2.81041386490031,2.62159664402042,2.40724118618665,2.16940718030082,1.90973004484795,1.63075849307941,0.999710039546107,0.999727267280826,0.999682772168152,0.999649183418597,0.99959500710812,0.999553272319673,0.999404707497373,0.999291746531301,0.999149150966609,0.998892330147939,0.99876727577224,0.998483020550003,-2.93216697935963,-2.94632658685474,-2.98867196005304,-3.05872133664155,3.1272133455266,3.0027259895322,2.85584236565556,2.68478779385578,2.49205080288108,2.28058361855248,2.05281742799765,1.81403702352175
2.5,0.999667129948892,0.99969657781669,0.999684634315036,0.999689868784692,0.999704265709988,0.999757271413421,0.999725349985734,0.999735975030629,0.999758257468756,0.999528171752243,0.99981631004012,0.999842553468403,-2.92247067567438,-2.93848847629427,-2.98650869764157,-3.06567008514863,3.10706926110438,2.96534060400979,2.79732099237927,2.60061977414992,2.37726156537603,2.12943738325353,1.85885179728942,1.56820862558107,0.999669670234599,0.999694795881919,0.999642906264107,0.999608539654288,0.999552618122157,0.999514335433319,0.999345715540313,0.999233717709596,0.999085201356442,0.998797036333228,0.998687648488517,0.998388791265412,-2.92257590946098,-2.93732868395267,-2.98144848126404,-3.05441352406061,3.12745291557013,2.99763049146276,2.84475781904541,2.66660752273776,2.46582059037529,2.2455393808399,2.00822366227824,1.7595362671858
2.6,0.999621568117248,0.999656642995803,0.999644911484699,0.999647249957886,0.999664161568881,0.999726873657446,0.999687317514864,0.999700028749797,0.999725976566304,0.999450191214241,0.999793124503906,0.999822818793176,-2.91272247300839,-2.92939019248456,-2.97936871285588,-3.06168761821272,3.10658041589679,2.95897862274896,2.78433987793705,2.57975286581914,2.34738014056475,2.08955688376765,1.80804338425741,1.50572051116702,0.99962486777173,0.99965607848806,0.999598905342361,0.999562387551014,0.99950477493738,0.99947153504495,0.999281020999753,0.999169837167356,0.999015570121985,0.9987018898877,0.998602915184857,0.99828864060964,-2.91284692928435,-2.92819282161907,-2.97408671739676,-3.04997032501796,3.12782501554707,2.99264181319646,2.83380303285432,2.64856230218453,2.43972206982524,2.21062691005542,1.96375115483904,1.70516445989908
2.7,0.999570453748537,0.999609095493256,0.999600354333451,0.999598212833002,0.999618076712282,0.999692304018879,0.999644228664599,0.999658769916119,0.999689086490041,0.999385407784791,0.999766783716356,0.99979954912924,-2.90281905537472,-2.92013663383962,-2.97207685413135,-3.05755602089736,3.10623145793015,2.95272086444368,2.77148185088793,2.5590071822764,2.31760681799095,2.04977576790837,1.75731150170083,1.443299908431,0.999574864525632,0.999609557812968,0.999549814887137,0.999509843395289,0.999450577624136,0.99942417063062,0.999210823516796,0.999099169411218,0.998939325822422,0.998607657432774,0.998512243327693,0.998181564162303,-2.90296592796368,-2.91890461945135,-2.96657108620427,-3.04537807664343,3.12834292084233,2.98777002123251,2.82299163709782,2.63066567403274,2.41376829620744,2.17585936507615,1.91941178662489,1.65093446780694
2.8,0.999512705703945,0.999552325022785,0.999549086971489,0.9995416659365,0.999564999470878,0.999652973470781,0.999595534853537,0.999611318041193,0.999646804614754,0.999338142299696,0.999736798862084,0.999772231494336,-2.89274387945493,-2.91071101571723,-2.96461585789472,-3.05325935375875,3.1060371181632,2.94657738273459,2.75875976959215,2.53839549486498,2.28795278585289,2.01010518487858,1.70666366260513,1.38095329860452,0.999518643297743,0.999553550868039,0.999494172931717,0.999449858746542,0.999388965857102,0.999371398777761,0.99913542384253,0.999020608101649,0.998855370582504,0.998514667754254,0.998414635137232,0.998066373699823,-2.89291693842867,-2.90944788193165,-2.95888418629485,-3.04062132010595,3.12902164170267,2.98302638451596,2.81233927214407,2.61293293613335,2.38797396498291,2.14125153045983,1.87521890412679,1.59686082209489
2.9,0.999446939832788,0.999484563230998,0.99948866578746,0.999476292218145,0.999503713427955,0.999608189716568,0.999540575205381,0.99955661032875,0.999598187342222,0.999312316381992,0.999702588547872,0.999740316221052,-2.88247806417765,-2.90109438407444,-2.95696674816029,-3.0487793942963,3.1060142083511,2.94055951384431,2.74618831472665,2.51793237626635,2.25843075989226,1.97055741655953,1.65610834501484,1.31868802656899,0.999454890890939,0.999486267135882,0.999429988892552,0.999381180781076,0.999318683826171,0.999312216207644,0.999055148944047,0.998932836623133,0.998762408294372,0.998422680028355,0.998308900080064,0.997941666540756,-2.88268178558425,-2.89980427911011,-2.95100663182801,-3.03568246393745,3.12987825144827,2.97842359359474,2.80186395360054,2.5953814733613,2.36235571764884,2.106820112306,1.83118758497284,1.5429600408523
3,0.99937140968632,0.999403873651782,0.999416194835063,0.999400490604713,0.999432746047316,0.999557128053615,0.999478524058242,0.999493353473667,0.999542092764954,0.999311214912884,0.999663457162527,0.999703203438918,-2.87199992289147,-2.89126519363737,-2.94910861953445,-3.04409518077588,3.1061820351342,2.9346801148257,2.73378434781944,2.49763456319141,2.22905528808711,1.93114595804063,1.60565517353468,1.25651247228093,0.999381943421709,0.999405811651164,0.999354765405282,0.999302300621143,0.999238233888155,0.999245438598942,0.998970244612883,0.998834276340161,0.998658901965237,0.998330744010592,0.998193619113866,0.997805784553458,-2.87223965207453,-2.88995293941128,-2.94291679358774,-3.03054137204638,3.13093228849743,2.9739760289972,2.7915865013809,2.57803116422494,2.33693251853932,2.07258410570914,1.78733496398655,1.4892510255177
3.1,0.99928393251583,0.999308120942045,0.999328477748157,0.999312299294321,0.999350301344678,0.999498793324126,0.999408321234024,0.999419960714199,0.999477131779959,0.999337207737989,0.999618566899923,0.999660221742468,-2.86128438035422,-2.88119876152164,-2.94101824332785,-3.03918244507296,3.10656291390974,2.92895385506311,2.72156735313963,2.47752140837765,2.19984313117919,1.89188561569312,1.55531514339516,1.19443626010096,0.999297719158971,0.999310164556293,0.999265553115047,0.999211385664695,0.999145814962233,0.999169672607602,0.998880731451495,0.998723018564339,0.998543016149726,0.998237050922317,0.99806709757681,0.997656758991147,-2.86156653862554,-2.87986992883285,-2.93459039929081,-3.02517485560056,3.1322062523012,2.96970009145205,2.78153104986091,2.56090488390981,2.31172612221377,2.038565254018,1.74368063602382,1.43575555192896
3.2,0.999181793677263,0.999194909223441,0.999222169164776,0.999209294181883,0.999254170805876,0.999431970341149,0.999328580458341,0.999334468942123,0.999401603169091,0.999391408023941,0.99956690124564,0.99961059667257,-2.8503022404056,-2.87086656054747,-2.93266944703128,-3.0340129010404,3.10718281207584,2.92339757555294,2.70955998734614,2.45761544860123,2.17081374131469,1.85279263245822,1.50510089907956,1.13247051593689,0.999199632780587,0.99919712701289,0.999159019129608,0.999106190421391,0.999039240203287,0.999083277512615,0.998786219426309,0.998596734771316,0.998412538981993,0.998138772099435,0.997927302497113,0.997492235904668,-2.85063458830979,-2.86952758372425,-2.92599994065953,-3.01955604090288,3.13372622002629,2.96561461042036,2.77172566283659,2.54402913153841,2.28676165693265,2.00478862645111,1.70024715705987,1.38249888249777
3.3,0.999061619575428,0.999061476580785,0.999093882407994,0.999088453022314,0.999141614345518,0.99935515921366,0.999237469505845,0.999234428470733,0.999313406316286,0.999473226737719,0.99950721686504,0.999553405931021,-2.83901925803239,-2.86023530553664,-2.92403221987169,-3.02855334271133,3.1080721618687,2.91803073531251,2.69778877012835,2.4379431250382,2.14198986884282,1.81388485630671,1.45502708351976,1.07062818547734,0.99908448229704,0.999064221123143,0.999031501155865,0.998983938170044,0.998915826379816,0.998984311638703,0.998685674797425,0.99845255743835,0.998264776313538,0.998031880025453,0.997771778523124,0.997309374849607,-2.83941123339552,-2.8588936543843,-2.91711382895235,-3.01365357557989,3.13552262020717,2.9617413527045,2.76220308651766,2.5274348190858,2.26206835825578,1.97128334933675,1.65706067210432,1.32951053505407
3.4,0.998919204954063,0.998904528900212,0.99894020803872,0.998945971791057,0.99900919953023,0.999266490581374,0.999132552865434,0.999116754765962,0.999209922528213,0.999579752313967,0.999437979579115,0.999487517217678,-2.82739495225136,-2.84926577011635,-2.91507149541393,-3.02276448931422,3.10926689808671,2.91287597094877,2.68628496156266,2.418535706004,2.11339833831929,1.77518198169134,1.40511077946374,1.00892443151973,0.998948296115951,0.998908528350714,0.998879011609085,0.998841162529155,0.998772244303618,0.998870456962698,0.998577130769273,0.998286920671318,0.998096407565656,0.997910942814923,0.997597534411986,0.997104710634546,-2.82785810834626,-2.84793020247343,-2.90789523217225,-3.00743062163079,3.13763121279154,2.95810566026844,2.75300168716564,2.51115827297672,2.23768049877266,1.93808353841747,1.61415170843072,1.27682525660431
3.5,0.99874927392529,0.998719990532679,0.998757598471753,0.998777013422858,0.998852581915916,0.99916361367586,0.999010583437676,0.998977526449309,0.999087851887846,0.999704833822948,0.99935727827076,0.999411503047212,-2.81538107132315,-2.83791124853147,-2.90574555215059,-3.01659948909193,3.11080979765456,2.90795980478459,2.67508568980088,2.39943048186352,2.08507105057708,1.73670592567591,1.3553720725228,0.947377135103799,0.998786122191159,0.99872644617351,0.998697149030968,0.998673493217407,0.998604315077341,0.99873891285609,0.99845732905072,0.998095344996212,0.997903288640738,0.997768878008433,0.997400888705198,0.996873963449145,-2.81592965091158,-2.83659217452838,-2.89830051290942,-3.00084356428831,3.1400943438118,2.95473725678022,2.74416663894241,2.49524251875104,2.21363857699554,1.90522949690299,1.57155618659706,1.22448426834436
3.6,0.998545144399651,0.998502640517855,0.998542074685764,0.99857535943718,0.998666201112908,0.999043546986803,0.998867223123592,0.998811706176385,0.998942986422172,0.999837664686492,0.999262707802649,0.999323524585526,-2.80291958536388,-2.82611554287382,-2.89600395015535,-3.01000195734088,3.1127522295743,2.90331355023444,2.6642354187064,2.38067233086415,2.05704629080504,1.69848147454324,1.30583477673264,0.886007534790606,0.998591732900824,0.998513335273808,0.998480866977375,0.998475362973674,0.998406729987805,0.998586246359219,0.998321272725223,0.997872143405583,0.997680180831916,0.997596643832163,0.997177258287966,0.996611776056396,-2.80357128182268,-2.82482554336849,-2.88827716122056,-2.99384033736615,-3.14022273710055,2.95167127717377,2.73575145472406,2.47973894716857,2.18999085297798,1.87276926875473,1.5293167217579,1.17253687442543
3.7,0.998298250454529,0.998245589247877,0.998288708752494,0.998332919772536,0.998442854333364,0.998902476547259,0.998696661699462,0.998612748893825,0.998769890804743,0.999960547094572,0.999151207819052,0.999221172983661,-2.78994002721986,-2.81381030496202,-2.88578488049243,-3.00290336962822,3.11515647065981,2.89897448225375,2.65378788344407,2.36231579780144,2.02937045680829,1.66053750788397,1.25652737993229,0.824841052435098,0.998357206540342,0.998263017689306,0.99822404099955,0.998239601323693,0.998172661170396,0.998408181085254,0.998161659894064,0.997610014496692,0.997420374860549,0.997382834470952,0.996920866044095,0.996311346506758,-2.79071700721306,-2.81256486366838,-2.87776107562303,-2.9863582243219,-3.13688851805387,2.94894959587858,2.7278199922181,2.4647095012047,2.16679535410854,1.84076067291961,1.4874843168506,1.12104256536197
3.8,0.997997453112934,0.997939527989811,0.997990825918256,0.998039031811318,0.998173088681627,0.998735479506322,0.998491086653961,0.998372042578725,0.998561446621259,1.00004539734472,0.999018837767224,0.999101251118194,-2.77635592041177,-2.8009114841427,-2.87501173610901,-2.99521954853797,3.11809881318643,2.89498736864517,2.64380867972544,2.34442789293777,2.00210037331216,1.62290949146858,1.20748429060529,0.763908374484282,0.998072326227964,0.997967067001514,0.997918758652086,0.997956863131634,0.997893213338444,0.998199298764217,0.997968149958033,0.997299470831385,0.997115163843044,0.997113128086001,0.996624332237732,0.995963908810695,-2.77728621821245,-2.79973001908111,-2.86667297750937,-2.97832093247174,-3.13301423817117,2.94662256063881,2.72044912635368,2.45022958472696,2.1441225278792,1.80927399806746,1.4461205921489,1.07007380426038
3.9,0.997628030761167,0.997571646515098,0.997638845895479,0.997679439666938,0.997844320050978,0.998536139137147,0.998239929441146,0.998078094755532,0.99830819151863,1.00004861089795,0.998860458113959,0.998959469783206,-2.76205990624425,-2.78731451149661,-2.86358860558264,-2.98684585441317,3.1216737995251,2.89140649954736,2.6343787808265,2.32709192006842,1.97530643774531,1.58564473663175,1.15874750444064,0.703246888888136,0.99772370462111,0.997613799633506,0.997554229213846,0.997614811373471,0.997556639848364,0.997952614797836,0.997726385873711,0.996928022214999,0.996753094536211,0.996769508330449,0.996278095971954,0.995557988378759,-2.76317935553806,-2.78622183231914,-2.85491363489087,-2.96963464392264,-3.12850884441058,2.94475128538315,2.71373236745765,2.43639198694628,2.12205879915103,1.77839561883603,1.40530076009389,1.01971977111385
4,0.997170174770726,0.997124051267268,0.997218634899269,0.997234777709378,0.997439530715057,0.998295999004737,0.997928768276376,0.997715324597162,0.997997343359175,0.999904775070609,0.998669270946285,0.998790017986924,-2.74691698222331,-2.77288766014565,-2.85139422267307,-2.97765048810048,3.12600009029501,2.88829841529714,2.6255993949193,2.31041280335561,1.9490769680909,1.54881336622192,1.11036886501693,0.642902625209212,0.997293489255595,0.997186822472815,0.997115158085841,0.997196926755203,0.997147201996202,0.997658968990655,0.997416648790231,0.996478986892911,0.996318886327762,0.996329135094496,0.995869583583631,0.995078317101906,-2.74827194030958,-2.77191604350861,-2.84235739539765,-2.96018260123495,-3.12325907506005,2.94341072608834,2.70778484132328,2.42331226158782,2.10071141397266,1.74823292025697,1.36511765286045,0.970091475407369
4.1,0.996596702927422,0.996571407843636,0.99670915066879,0.996678266332102,0.996935301997658,0.998003773903331,0.997537690173281,0.997262227923902,0.997611328902752,0.999522991832095,0.998436145278244,0.998584943112069,-2.73075494069904,-2.75746271322945,-2.83827363713701,-2.96746498516184,3.13122874901724,2.88574562991065,2.61759879715719,2.29452464348413,1.92352432495075,1.51252949080814,1.0624131809629,0.582932919681953,0.996757412293366,0.996662899548691,0.996579336315801,0.996680737958928,0.996643475740849,0.99730613956524,0.997011942689531,0.995929725016024,0.995791840798109,0.995762665811786,0.995381992128077,0.994504222579758,-2.73240620596128,-2.75665489618913,-2.82884324306643,-2.94981755499892,-3.11712218076768,2.94269387241887,2.70275026295775,2.41113622971198,2.08021514828766,1.71892111515456,1.32568726405118,0.921328861277079
4.2,0.995869502926915,0.995877338519324,0.996079000582965,0.995972121216563,0.996298769165137,0.997644184729986,0.99703877874634,0.99668851739757,0.997125511846515,0.998797286059493,0.998148604868801,0.998333236019967,-2.71335055999303,-2.74082156069781,-2.82402643736736,-2.95607043307684,3.13755518399875,2.88385180060874,2.61054213607363,2.2796016690879,1.89879371323084,1.47698493650949,1.01496260298628,0.523410145462609,0.996081789269542,0.996008737738834,0.995914022586813,0.996035129786267,0.996015780788963,0.996877533137708,0.996475171022572,0.995248952524876,0.99514345032209,0.995031702121765,0.994792473555337,0.993807184620093,-2.7153791292925,-2.74023513396624,-2.81416212234895,-2.93835102523974,-3.10991558443475,2.94271755967013,2.69881088512455,2.40005064945383,2.06074177667364,1.69063285915087,1.28715651194998,0.873610877123818
4.3,0.994933850636262,0.994988751709735,0.995281236290754,0.995061795796499,0.995482776157055,0.997196197622514,0.996392146806874,0.995950535298211,0.996504587251312,0.997649915305883,0.997789272883407,0.998019444927433,-2.69440918222443,-2.72267647578653,-2.80838962693006,-2.94317700076778,-3.13794853820939,2.88274904152763,2.60464583234173,2.26587449851843,1.87507613635863,1.44248152463507,0.968122896312473,0.464427042521283,0.995218783908823,0.995175996615758,0.995070373669543,0.995216142658766,0.995222176324078,0.996350207848034,0.995754826791563,0.994392550265619,0.994333712024308,0.994084814622775,0.994069361185377,0.992947036170488,-2.69692492164193,-2.72239047467485,-2.79803847522887,-2.92553770145386,-3.10140187343522,2.94363068314707,2.69620198462466,2.39029872228173,2.04251372129589,1.66359209805447,1.24971433519277,0.827170061994244
4.4,0.993709047326533,0.993826607912351,0.994245151234854,0.993866444430337,0.994417919773165,0.996630293550196,0.995539465904792,0.99498365009965,0.995696677064608,0.996104185997127,0.997333416120475,0.997621513001661,-2.67353368803167,-2.70264028888128,-2.79101199462689,-2.92839269318939,-3.12856576626042,2.88260849132611,2.60019927019176,2.25365496113193,1.85262797483808,1.4094151746853,0.922032637478643,0.406104509179468,0.994098717754815,0.994093274780396,0.993974567798539,0.994160226123974,0.994202041635152,0.995691817379177,0.994778176078959,0.993296832959441,0.993305283948833,0.992851195109739,0.993167820731826,0.991865888087921,-2.67668875738869,-2.70276534740332,-2.78010254412507,-2.9110522254719,-3.09126648360706,2.94562605801851,2.69523344872116,2.38220318612426,2.02582419749803,1.63809448734577,1.21360791228956,0.782314200101694
4.5,0.992072426280728,0.992270294728765,0.992862762010118,0.992262525057073,0.992999006840303,0.99590411137016,0.994393026277437,0.993689169185962,0.994623304701369,0.994304978233835,0.996744945583952,0.997107292788311,-2.65017589473603,-2.68017987349608,-2.77141454629,-2.9111741425805,-3.11700541249279,2.88365594914884,2.59759844602103,2.24337519767564,1.83180148619066,1.37817860354344,0.876877053255343,0.348603287762166,0.992617153645135,0.992652746956147,0.992513059803004,0.992773042217823,0.992865441757232,0.994855752557686,0.993440072670523,0.991867376317291,0.991973919269355,0.991230224534964,0.992022823821483,0.990478095445909,-2.65418619949601,-2.68087436616128,-2.75984746879079,-2.89445367413866,-3.07908359232402,2.94895795625241,2.69632280108962,2.37620167620027,2.01106775391594,1.61453831992534,1.17916698176882,0.739459374637519
